InvoiceDetails_ID,UploadedDate,FileID,Batch_Seq,OrganisationLevelId,UserId,IsDuplicate,DupStatus_Update,DupStatus_Remarks,ActionTaken,RootCause,ExcelRowNo,fldInvoiceNo,fldInvoiceDate,fldInvoiceAmount,fldPO_VocherNo,fldVendorNo,fldDueDate,fldPaymentDate,fldDocumentNo,fldUnit,fldAuthorizedBy,fldVendorName,fldRemittance,fldCloseStatus,fldImageFileNo,fldChequeNo,fldTransactions,fldBatchNo,fldGoodsAmountBase,fldVATTotalBase,fldTransTotalBase,fldOutstandingBase,DupRules,CreatedOn,ModifiedOn,IsCompleted,IsYank,YankUser,ManuallyMovedToHist,WithinFileDuplicate,InvoiceDetails_Temp_ID,AuditedBy,AuditedOn
16674841,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1691,SIUK38294,11/19/2023,105.42,5300225365,144851,NULL,7/18/2024,6102136164,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705840,NULL,NULL
16674842,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1692,SIUK38220,11/19/2023,105.42,5300227228,144851,NULL,7/18/2024,6102136165,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705841,NULL,NULL
16674843,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1693,SIUK38148,11/19/2023,105.42,5300224794,144851,NULL,7/18/2024,6102136166,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705842,NULL,NULL
16674844,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1694,SIUK38122,11/19/2023,125.36,5300227248,144851,NULL,7/18/2024,6102136167,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705843,NULL,NULL
16674845,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1695,SIUK38094,11/19/2023,96.48,5300223938,144851,NULL,7/18/2024,6102136168,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705844,NULL,NULL
16674846,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1696,SIUK38079,11/19/2023,105.42,5300224420,144851,NULL,7/18/2024,6102136169,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705845,NULL,NULL
16674847,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1697,SIUK38210,11/19/2023,121.83,5300226375,144851,NULL,7/18/2024,6102136170,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705846,NULL,NULL
16674848,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1698,SIUK38123,11/19/2023,81.3,5300225061,144851,NULL,7/18/2024,6102136171,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705847,NULL,NULL
16674849,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1699,SIUK37921,11/19/2023,105.42,5300226646,144851,NULL,7/18/2024,6102136172,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705848,NULL,NULL
16674850,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1700,SIUK44574,11/27/2023,232.32,5300253571,144851,NULL,7/18/2024,6102136173,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705849,NULL,NULL
16674851,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1701,SIUK37823,11/19/2023,48.24,5300217038,144851,NULL,7/18/2024,6102136174,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705850,NULL,NULL
16674852,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1702,SIUK39094,11/20/2023,96.75,5300235892,144851,NULL,7/18/2024,6102136175,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705851,NULL,NULL
16674853,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1703,SIUK35846,11/13/2023,48.24,5300211208,144851,NULL,7/18/2024,6102136176,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705852,NULL,NULL
16674854,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1704,SIUK35825,11/13/2023,48.24,5300212514,144851,NULL,7/18/2024,6102136177,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705853,NULL,NULL
16674855,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1705,SIUK37626,11/19/2023,105.42,5300226302,144851,NULL,7/18/2024,6102136178,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705854,NULL,NULL
16674856,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1706,SIUK37575,11/19/2023,105.42,5300223410,144851,NULL,7/18/2024,6102136179,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705855,NULL,NULL
16674857,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1707,SIUK38162,11/19/2023,48.24,5300225304,144851,NULL,7/18/2024,6102136180,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705856,NULL,NULL
16674858,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1708,SIUK37985,11/19/2023,105.42,5300224990,144851,NULL,7/18/2024,6102136181,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705857,NULL,NULL
16674859,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1709,SIUK37898,11/19/2023,105.42,5300226093,144851,NULL,7/18/2024,6102136182,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705858,NULL,NULL
16674860,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1710,SIUK39096,11/20/2023,30.75,5300236460,144851,NULL,7/18/2024,6102136183,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705859,NULL,NULL
16674861,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1711,SIUK36436,11/16/2023,30.75,5300218729,144851,NULL,7/18/2024,6102136184,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705860,NULL,NULL
16674862,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1712,SIUK37808,11/19/2023,12.06,5300227226,144851,NULL,7/18/2024,6102136185,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705861,NULL,NULL
16674863,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1713,SIUK35892,11/13/2023,48.24,5300212069,144851,NULL,7/18/2024,6102136186,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705862,NULL,NULL
16674864,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1714,SIUK35842,11/13/2023,48.24,5300214946,144851,NULL,7/18/2024,6102136187,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705863,NULL,NULL
16674865,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1715,SIUK35786,11/13/2023,96.48,5300215161,144851,NULL,7/18/2024,6102136188,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705864,NULL,NULL
16674866,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1716,SIUK37581,11/19/2023,219.78,5300222813,144851,NULL,7/18/2024,6102136189,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705865,NULL,NULL
16674867,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1717,SIUK38067,11/19/2023,105.42,5300226229,144851,NULL,7/18/2024,6102136190,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705866,NULL,NULL
16674868,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1718,SIUK37999,11/19/2023,105.42,5300224925,144851,NULL,7/18/2024,6102136191,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705867,NULL,NULL
16674869,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1719,SIUK36511,11/14/2023,30.75,5300214300,144851,NULL,7/18/2024,6102136192,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705868,NULL,NULL
16674870,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1720,SIUK36479,11/13/2023,48.24,5300213902,144851,NULL,7/18/2024,6102136193,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705869,NULL,NULL
16674871,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1721,SIUK35939,11/13/2023,200.24,5300212748,144851,NULL,7/18/2024,6102136194,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705870,NULL,NULL
16674872,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1722,SIUK35920,11/13/2023,48.24,5300211673,144851,NULL,7/18/2024,6102136195,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705871,NULL,NULL
16674873,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1723,SIUK37786,11/19/2023,105.42,5300217822,144851,NULL,7/18/2024,6102136196,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705872,NULL,NULL
16674874,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1724,SIUK35829,11/13/2023,48.24,5300213773,144851,NULL,7/18/2024,6102136197,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705873,NULL,NULL
16674875,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1725,SIUK32158,10/11/2023,96.48,5300185612,144851,NULL,7/18/2024,6102136198,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705874,NULL,NULL
16674876,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1726,SIUK32116,10/11/2023,48.24,5300185368,144851,NULL,7/18/2024,6102136199,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705875,NULL,NULL
16674877,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1727,SIUK38006,11/19/2023,48.24,5300225629,144851,NULL,7/18/2024,6102136200,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705876,NULL,NULL
16674878,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1728,SIUK37917,11/19/2023,117.48,5300227215,144851,NULL,7/18/2024,6102136201,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705877,NULL,NULL
16674879,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1729,SIUK37751,11/19/2023,105.42,5300225323,144851,NULL,7/18/2024,6102136202,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705878,NULL,NULL
16674880,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1730,SIUK35883,11/13/2023,48.24,5300213913,144851,NULL,7/18/2024,6102136203,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705879,NULL,NULL
16674881,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1731,SIUK37743,11/19/2023,105.42,5300218624,144851,NULL,7/18/2024,6102136204,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705880,NULL,NULL
16674882,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1732,SIUK37700,11/19/2023,153.66,5300224916,144851,NULL,7/18/2024,6102136205,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705881,NULL,NULL
16674883,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1733,SIUK37656,11/19/2023,210.84,5300226306,144851,NULL,7/18/2024,6102136206,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705882,NULL,NULL
16674884,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1734,SIUK37394,11/18/2023,105.42,5300224724,144851,NULL,7/18/2024,6102136207,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705883,NULL,NULL
16674885,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1735,SIUK37302,11/18/2023,105.42,5300222389,144851,NULL,7/18/2024,6102136208,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705884,NULL,NULL
16674886,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1736,SIUK37218,11/18/2023,105.42,5300223447,144851,NULL,7/18/2024,6102136209,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705885,NULL,NULL
16674887,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1737,SIUK32186,10/11/2023,48.24,5300185741,144851,NULL,7/18/2024,6102136210,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705886,NULL,NULL
16674888,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1738,SIUK32187,10/11/2023,48.24,5300185377,144851,NULL,7/18/2024,6102136211,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705887,NULL,NULL
16674889,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1739,SIUK37256,11/18/2023,105.42,5300224450,144851,NULL,7/18/2024,6102136212,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705888,NULL,NULL
16674890,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1740,SIUK31329,10/2/2023,60.3,5300178934,144851,NULL,7/18/2024,6102136213,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705889,NULL,NULL
16674891,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1741,SIUK37187,11/18/2023,48.24,5300223945,144851,NULL,7/18/2024,6102136214,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705890,NULL,NULL
16674892,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1742,SIUK37140,11/18/2023,48.24,5300222630,144851,NULL,7/18/2024,6102136215,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705891,NULL,NULL
16674893,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1743,SIUK37093,11/18/2023,117.48,5300224810,144851,NULL,7/18/2024,6102136216,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705892,NULL,NULL
16674894,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1744,SIUK37040,11/18/2023,105.42,5300218494,144851,NULL,7/18/2024,6102136217,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705893,NULL,NULL
16674895,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1745,SIUK31302,10/2/2023,48.24,5300178758,144851,NULL,7/18/2024,6102136218,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705894,NULL,NULL
16674896,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1746,SIUK36630,11/17/2023,48.24,5300222264,144851,NULL,7/18/2024,6102136219,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705895,NULL,NULL
16674897,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1747,SIUK37537,11/19/2023,190.02,5300223047,144851,NULL,7/18/2024,6102136220,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705896,NULL,NULL
16674898,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1748,SIUK37471,11/19/2023,105.42,5300222239,144851,NULL,7/18/2024,6102136221,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705897,NULL,NULL
16674899,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1749,SIUK37391,11/18/2023,121.83,5300222396,144851,NULL,7/18/2024,6102136222,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705898,NULL,NULL
16674900,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1750,SIN645445,6/11/2024,2279.16,9908228916,133949,NULL,7/18/2024,6102136224,P1A-9224,VZ,SUNDRELLE LIMITED,NULL,GB,NULL,P1A-900,EUR,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705899,NULL,NULL
16674901,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,1751,SIUK32105,10/11/2023,105.42,5300185743,144851,NULL,7/18/2024,6102136225,P1A-9224,VH,JDM DISTRIBUT,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22705900,NULL,NULL
