fldVendorNo,fldInvoiceDate,fldInvoiceAmount,fldVendorName,fldTransactions,RollingMean,RollingStd,Deviation,Anomaly_SVM,Anomaly_SVM_Label,Currency_Anomaly,Vendor_Name_Anomaly,Currency Anomaly
146099,2024-07-09,22.0,PIPPETA LIMIT,GBP,22.666666666666668,1.1547005383794364,-0.6666666666666679,1,Normal,Currency Anomaly,Normal,
146099,2024-07-09,7.0,PIPPETA LIMIT,GBP,17.0,8.66025403784441,-10.0,1,Normal,Currency Anomaly,Normal,
146099,2024-07-09,22.0,PIPPETA LIMIT,GBP,17.0,8.66025403784441,5.0,1,Normal,Currency Anomaly,Normal,
146099,2024-07-09,24.0,PIPPETA LIMIT,GBP,17.666666666666668,9.291573243177591,6.333333333333332,1,Normal,Currency Anomaly,Normal,
146099,2024-07-09,7.0,PIPPETA LIMIT,GBP,17.666666666666668,9.291573243177591,-10.666666666666668,1,Normal,Currency Anomaly,Normal,
146099,2024-07-09,31.0,PIPPETA LIMIT,GBP,20.666666666666668,12.342339054382428,10.333333333333332,1,Normal,Currency Anomaly,Normal,
146099,2024-07-09,7.0,PIPPETA LIMIT,GBP,15.0,13.856406460551034,-8.0,1,Normal,Currency Anomaly,Normal,
146099,2024-07-09,22.0,PIPPETA LIMIT,GBP,20.0,12.124355652982157,2.0,1,Normal,Currency Anomaly,Normal,
146099,2024-07-09,79.2,PIPPETA LIMIT,GBP,36.06666666666667,38.100043744506834,43.13333333333333,1,Normal,Currency Anomaly,Normal,
146099,2024-07-09,14.0,PIPPETA LIMIT,GBP,38.4,35.55952755591672,-24.4,1,Normal,Currency Anomaly,Normal,
146099,2024-07-09,22.0,PIPPETA LIMIT,GBP,38.4,35.55952755591672,-16.4,1,Normal,Currency Anomaly,Normal,
146099,2024-07-09,79.2,PIPPETA LIMIT,GBP,38.4,35.55952755591672,40.800000000000004,1,Normal,Currency Anomaly,Normal,
146099,2024-07-09,22.0,PIPPETA LIMIT,GBP,41.06666666666667,33.024435397646606,-19.06666666666667,1,Normal,Currency Anomaly,Normal,
146099,2024-07-09,79.2,PIPPETA LIMIT,GBP,60.13333333333333,33.024435397646606,19.06666666666667,1,Normal,Currency Anomaly,Normal,
146099,2024-07-09,40.0,PIPPETA LIMIT,GBP,47.06666666666666,29.24745003129904,-7.066666666666663,1,Normal,Currency Anomaly,Normal,
146099,2024-07-09,80.0,PIPPETA LIMIT,GBP,66.39999999999999,22.86656948473035,13.600000000000009,1,Normal,Currency Anomaly,Normal,
146099,2024-07-09,7.0,PIPPETA LIMIT,GBP,42.333333333333336,36.5558932777375,-35.333333333333336,1,Normal,Currency Anomaly,Normal,
146102,2024-07-18,19.43,MEDELA UK LIM,GBP,17.085,3.316330803764907,2.344999999999999,1,Normal,Currency Anomaly,Normal,
146102,2024-07-18,25.44,MEDELA UK LIM,GBP,19.87,5.363552926931923,5.57,1,Normal,Currency Anomaly,Normal,
146196,2024-07-09,20.68,BRUSHBABY LIM,GBP,21.58,1.2727922061357848,-0.8999999999999986,1,Normal,Currency Anomaly,Normal,
146196,2024-07-09,41.35,BRUSHBABY LIM,GBP,28.17,11.449641915798068,13.18,1,Normal,Currency Anomaly,Normal,
146196,2024-07-09,20.68,BRUSHBABY LIM,GBP,27.570000000000004,11.933830064149568,-6.890000000000004,1,Normal,Currency Anomaly,Normal,
146196,2024-07-09,20.68,BRUSHBABY LIM,GBP,27.570000000000004,11.933830064149568,-6.890000000000004,1,Normal,Currency Anomaly,Normal,
146196,2024-07-09,20.68,BRUSHBABY LIM,GBP,20.68,0.0,0.0,1,Normal,Currency Anomaly,Normal,
146498,2024-04-25,48.32,NATURALLYSHEE,GBP,48.32,0.0,0.0,1,Normal,Currency Anomaly,Normal,
146498,2024-04-25,34.72,NATURALLYSHEE,GBP,43.78666666666667,7.851963660978912,-9.06666666666667,1,Normal,Currency Anomaly,Normal,
146498,2024-04-25,48.32,NATURALLYSHEE,GBP,43.78666666666667,7.851963660978912,4.533333333333331,1,Normal,Currency Anomaly,Normal,
146498,2024-04-25,48.32,NATURALLYSHEE,GBP,43.78666666666667,7.851963660978912,4.533333333333331,1,Normal,Currency Anomaly,Normal,
146498,2024-04-25,34.72,NATURALLYSHEE,GBP,43.78666666666667,7.851963660978912,-9.06666666666667,1,Normal,Currency Anomaly,Normal,
146498,2024-04-25,34.72,NATURALLYSHEE,GBP,39.25333333333334,7.851963660978915,-4.5333333333333385,1,Normal,Currency Anomaly,Normal,
146498,2024-04-25,34.72,NATURALLYSHEE,GBP,34.72,0.0,0.0,1,Normal,Currency Anomaly,Normal,
146498,2024-04-25,108.2,NATURALLYSHEE,GBP,59.21333333333333,42.4236977800537,48.98666666666667,1,Normal,Currency Anomaly,Normal,
146498,2024-04-25,34.72,NATURALLYSHEE,GBP,59.21333333333333,42.4236977800537,-24.493333333333332,1,Normal,Currency Anomaly,Normal,
146498,2024-04-25,34.72,NATURALLYSHEE,GBP,59.21333333333333,42.4236977800537,-24.493333333333332,1,Normal,Currency Anomaly,Normal,
146498,2024-04-25,34.72,NATURALLYSHEE,GBP,34.72,0.0,0.0,1,Normal,Currency Anomaly,Normal,
146498,2024-04-25,48.32,NATURALLYSHEE,GBP,39.25333333333333,7.8519636609789165,9.06666666666667,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,11.96,CG SUPPORT SE,GBP,15.68,5.260874452027912,-3.719999999999999,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,11.96,CG SUPPORT SE,GBP,14.44,4.295486002770814,-2.4799999999999986,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,23.18,CG SUPPORT SE,GBP,15.700000000000001,6.4778700203076,7.479999999999999,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,19.4,CG SUPPORT SE,GBP,18.18,5.708625053373184,1.2199999999999989,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,21.0,CG SUPPORT SE,GBP,21.19333333333333,1.8974017321941414,-0.19333333333333158,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,15.0,CG SUPPORT SE,GBP,18.466666666666665,3.1069813860616082,-3.466666666666665,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,15.0,CG SUPPORT SE,GBP,17.0,3.4641016151377517,-2.0,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,20.75,CG SUPPORT SE,GBP,16.916666666666668,3.3197640478403443,3.833333333333332,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,11.96,CG SUPPORT SE,GBP,15.903333333333334,4.464082585854937,-3.9433333333333334,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,17.58,CG SUPPORT SE,GBP,16.763333333333332,4.4515428037179765,0.8166666666666664,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,17.58,CG SUPPORT SE,GBP,15.706666666666665,3.2447085128456914,1.873333333333333,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,38.81,CG SUPPORT SE,GBP,24.656666666666666,12.257146214895755,14.153333333333336,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,12.0,CG SUPPORT SE,GBP,22.796666666666667,14.145820348545833,-10.796666666666667,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,13.52,CG SUPPORT SE,GBP,21.44333333333333,15.059164430118072,-7.923333333333332,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,47.99,CG SUPPORT SE,GBP,24.503333333333334,20.354243619779474,23.486666666666668,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,11.96,CG SUPPORT SE,GBP,24.49,20.366538733913526,-12.529999999999998,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,20.24,CG SUPPORT SE,GBP,26.730000000000004,18.871414891311144,-6.4900000000000055,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,28.15,CG SUPPORT SE,GBP,20.116666666666664,8.095704622411398,8.033333333333335,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,15.0,CG SUPPORT SE,GBP,21.13,6.620022658571491,-6.129999999999999,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,19.4,CG SUPPORT SE,GBP,20.849999999999998,6.693840452236664,-1.4499999999999993,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,38.81,CG SUPPORT SE,GBP,24.403333333333332,12.669018641289203,14.40666666666667,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,23.18,CG SUPPORT SE,GBP,27.129999999999995,10.290233233508363,-3.9499999999999957,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,11.96,CG SUPPORT SE,GBP,24.650000000000002,13.485225248396853,-12.690000000000001,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,84.32,CG SUPPORT SE,GBP,39.82,38.94431409076298,44.49999999999999,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,14.08,CG SUPPORT SE,GBP,36.78666666666667,41.17871942318427,-22.70666666666667,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,46.37,CG SUPPORT SE,GBP,48.25666666666666,35.157986764508195,-1.8866666666666632,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,19.4,CG SUPPORT SE,GBP,26.616666666666664,17.31245890488503,-7.216666666666665,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,19.4,CG SUPPORT SE,GBP,28.389999999999997,15.571136760044197,-8.989999999999998,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,13.2,CG SUPPORT SE,GBP,17.333333333333332,3.5795716689755994,-4.133333333333333,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,29.4,CG SUPPORT SE,GBP,20.666666666666668,8.173942337289446,8.73333333333333,1,Normal,Currency Anomaly,Normal,
146927,2024-07-09,29.18,CG SUPPORT SE,GBP,23.926666666666666,9.29021707676053,5.253333333333334,1,Normal,Currency Anomaly,Normal,
147133,2024-07-09,69.73,KINETIK MEDIC,GBP,69.73,0.0,0.0,1,Normal,Currency Anomaly,Normal,
147133,2024-07-09,17.33,KINETIK MEDIC,GBP,52.26333333333334,30.253154105536392,-34.933333333333344,1,Normal,Currency Anomaly,Normal,
147133,2024-07-09,69.73,KINETIK MEDIC,GBP,52.26333333333334,30.253154105536392,17.46666666666666,1,Normal,Currency Anomaly,Normal,
147133,2024-07-09,98.53,KINETIK MEDIC,GBP,61.86333333333334,41.167624820158544,36.666666666666664,1,Normal,Currency Anomaly,Normal,
147133,2024-07-09,69.73,KINETIK MEDIC,GBP,79.33,16.62768775266123,-9.599999999999994,1,Normal,Currency Anomaly,Normal,
164046,2024-07-09,9782.21,CHURCH AND DWIGHT UK LIMITED,GBP,11394.435,2280.0304605969636,-1612.2250000000004,1,Normal,Currency Anomaly,Normal,
164046,2024-07-09,42240.31,CHURCH AND DWIGHT UK LIMITED,GBP,21676.39333333333,17881.70212691827,20563.916666666668,1,Normal,Currency Anomaly,Normal,
164046,2024-07-09,29880.0,CHURCH AND DWIGHT UK LIMITED,GBP,27300.839999999997,16382.03630907037,2579.1600000000035,1,Normal,Currency Anomaly,Normal,
164046,2024-07-09,6609.6,CHURCH AND DWIGHT UK LIMITED,GBP,26243.303333333333,18091.60152557073,-19633.70333333333,1,Normal,Currency Anomaly,Normal,
167436,2024-07-18,2685.22,CHANEL LIMITED,GBP,211204.16499999998,294890.32003072946,-208518.94499999998,-1,Anomaly,Currency Anomaly,Normal,
173517,2024-07-03,605.76,COLGATE PALMOLIVE UK LIMITED,GBP,626.88,29.868190437319775,-21.120000000000005,1,Normal,Currency Anomaly,Normal,
173517,2024-07-09,9086.4,COLGATE PALMOLIVE UK LIMITED,GBP,3446.72,4884.151812873961,5639.68,1,Normal,Currency Anomaly,Normal,
173517,2024-07-09,5904.29,COLGATE PALMOLIVE UK LIMITED,GBP,5198.816666666667,4284.108211802467,705.4733333333334,1,Normal,Currency Anomaly,Normal,
214256,2024-07-09,4140.72,UNILEVER UK HOME AND PERSONAL,GBP,8769.72,6546.394580225056,-4628.999999999999,1,Normal,Currency Anomaly,Normal,
214256,2024-07-09,62229.0,UNILEVER UK HOME AND PERSONAL,GBP,26589.48,31209.92118498219,35639.520000000004,1,Normal,Currency Anomaly,Normal,
214256,2024-07-09,3473.28,UNILEVER UK HOME AND PERSONAL,GBP,23281.0,33731.60827826625,-19807.72,1,Normal,Currency Anomaly,Normal,
214256,2024-07-09,78087.67,UNILEVER UK HOME AND PERSONAL,GBP,47929.98333333334,39308.69123989292,30157.68666666666,1,Normal,Currency Anomaly,Normal,
214256,2024-07-09,26206.49,UNILEVER UK HOME AND PERSONAL,GBP,35922.48,38244.30866191858,-9715.990000000002,1,Normal,Currency Anomaly,Normal,
214256,2024-07-09,51597.86,UNILEVER UK HOME AND PERSONAL,GBP,51964.006666666675,25942.527962483422,-366.1466666666747,1,Normal,Currency Anomaly,Normal,
214256,2024-07-09,41602.2,UNILEVER UK HOME AND PERSONAL,GBP,39802.183333333334,12791.030553455576,1800.0166666666628,1,Normal,Currency Anomaly,Normal,
214256,2024-07-09,7917.29,UNILEVER UK HOME AND PERSONAL,GBP,33705.78333333333,22885.871100122753,-25788.493333333332,1,Normal,Currency Anomaly,Normal,
214256,2024-07-09,58696.8,UNILEVER UK HOME AND PERSONAL,GBP,36072.09666666667,25837.49583682664,22624.70333333333,1,Normal,Currency Anomaly,Normal,
214256,2024-07-09,2608.85,UNILEVER UK HOME AND PERSONAL,GBP,23074.313333333335,30963.947601138225,-20465.463333333337,1,Normal,Currency Anomaly,Normal,
214256,2024-07-09,3243.29,UNILEVER UK HOME AND PERSONAL,GBP,21516.313333333335,32200.808531868166,-18273.023333333334,1,Normal,Currency Anomaly,Normal,
214256,2024-07-09,14873.76,UNILEVER UK HOME AND PERSONAL,GBP,6908.633333333334,6905.292219771227,7965.126666666666,1,Normal,Currency Anomaly,Normal,
214256,2024-07-09,459610.56,UNILEVER UK HOME AND PERSONAL,GBP,159242.53666666665,260191.33159847127,300368.0233333333,-1,Anomaly,Currency Anomaly,Normal,
214256,2024-07-09,84582.55,UNILEVER UK HOME AND PERSONAL,GBP,186355.62333333332,239198.71270628535,-101773.07333333332,-1,Anomaly,Currency Anomaly,Normal,
214256,2024-07-09,10486.9,UNILEVER UK HOME AND PERSONAL,GBP,184893.33666666667,240779.37190343576,-174406.43666666668,-1,Anomaly,Currency Anomaly,Normal,
214256,2024-07-18,8239.86,UNILEVER UK HOME AND PERSONAL,GBP,34436.43666666667,43442.33889905172,-26196.576666666668,1,Normal,Currency Anomaly,Normal,
214256,2024-07-18,18612.41,UNILEVER UK HOME AND PERSONAL,GBP,12446.39,5456.844250180957,6166.02,1,Normal,Currency Anomaly,Normal,
217999,2024-07-09,24222.24,ESTEE LAUDER COSMETICS LIMITED,GBP,45520.055,30119.658821913134,-21297.815,1,Normal,Currency Anomaly,Normal,
217999,2024-07-09,1337.47,ESTEE LAUDER COSMETICS LIMITED,GBP,30792.52666666667,33230.96742801258,-29455.056666666667,1,Normal,Currency Anomaly,Normal,
217999,2024-07-09,2781.22,ESTEE LAUDER COSMETICS LIMITED,GBP,9446.976666666667,12816.099579928095,-6665.756666666668,1,Normal,Currency Anomaly,Normal,
217999,2024-07-09,6671.81,ESTEE LAUDER COSMETICS LIMITED,GBP,3596.8333333333335,2759.114829258301,3074.976666666667,1,Normal,Currency Anomaly,Normal,
217999,2024-07-09,10808.64,ESTEE LAUDER COSMETICS LIMITED,GBP,6753.889999999999,4014.339398817659,4054.75,1,Normal,Currency Anomaly,Normal,
217999,2024-07-09,13627.44,ESTEE LAUDER COSMETICS LIMITED,GBP,10369.296666666667,3498.566005899139,3258.1433333333334,1,Normal,Currency Anomaly,Normal,
217999,2024-07-09,127457.71,ESTEE LAUDER COSMETICS LIMITED,GBP,50631.263333333336,66548.58066803253,76826.44666666667,1,Normal,Currency Anomaly,Normal,
217999,2024-07-18,668.74,ESTEE LAUDER COSMETICS LIMITED,GBP,47251.29666666666,69762.33605084218,-46582.556666666664,1,Normal,Currency Anomaly,Normal,
217999,2024-07-18,1337.47,ESTEE LAUDER COSMETICS LIMITED,GBP,43154.64000000001,73009.36589590338,-41817.170000000006,-1,Anomaly,Currency Anomaly,Normal,
217999,2024-07-18,373.25,ESTEE LAUDER COSMETICS LIMITED,GBP,793.1533333333333,494.00309739162276,-419.9033333333333,1,Normal,Currency Anomaly,Normal,
217999,2024-07-18,151.63,ESTEE LAUDER COSMETICS LIMITED,GBP,620.7833333333333,630.4829020144184,-469.1533333333333,1,Normal,Currency Anomaly,Normal,
237388,2024-07-09,29788.94,GALDERMA UK LIMITED,GBP,30230.03,623.7954602271487,-441.09000000000015,1,Normal,Currency Anomaly,Normal,
237388,2024-07-09,13039.49,GALDERMA UK LIMITED,GBP,24499.850000000002,9934.759628964357,-11460.360000000002,1,Normal,Currency Anomaly,Normal,
237388,2024-07-09,11410.42,GALDERMA UK LIMITED,GBP,18079.61666666667,10173.23237519095,-6669.1966666666685,1,Normal,Currency Anomaly,Normal,
237388,2024-07-09,1373.32,GALDERMA UK LIMITED,GBP,8607.743333333334,6317.921176354867,-7234.423333333334,1,Normal,Currency Anomaly,Normal,
237388,2024-07-09,29139.26,GALDERMA UK LIMITED,GBP,13974.333333333334,14059.413028520545,15164.926666666664,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,5160.38,LOREAL UK LIMITED,GBP,37198.51,45308.757959072325,-32038.13,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,18569.95,LOREAL UK LIMITED,GBP,30988.99,33795.20956863709,-12419.04,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,14554.08,LOREAL UK LIMITED,GBP,12761.470000000001,6882.167525954269,1792.6099999999988,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,9941.94,LOREAL UK LIMITED,GBP,14355.323333333334,4317.437584891396,-4413.383333333333,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,109994.69,LOREAL UK LIMITED,GBP,44830.236666666664,56481.16891955259,65164.45333333334,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,21449.09,LOREAL UK LIMITED,GBP,47128.573333333334,54746.82724908206,-25679.483333333334,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,2003.4,LOREAL UK LIMITED,GBP,44482.39333333333,57562.39636950527,-42478.99333333333,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,81062.5,LOREAL UK LIMITED,GBP,34838.329999999994,41195.134834537195,46224.170000000006,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,7536.1,LOREAL UK LIMITED,GBP,30200.666666666668,44134.42261821642,-22664.566666666666,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,28154.88,LOREAL UK LIMITED,GBP,38917.82666666666,37926.42403327967,-10762.94666666666,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,57994.7,LOREAL UK LIMITED,GBP,31228.559999999998,25369.336019036837,26766.14,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,35640.0,LOREAL UK LIMITED,GBP,40596.526666666665,15525.111331521373,-4956.526666666665,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,23417.86,LOREAL UK LIMITED,GBP,39017.51999999999,17534.115235996367,-15599.659999999989,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,5297.4,LOREAL UK LIMITED,GBP,21451.75333333333,15266.549225628325,-16154.35333333333,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,35795.52,LOREAL UK LIMITED,GBP,21503.593333333327,15338.909463743918,14291.92666666667,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,76260.24,LOREAL UK LIMITED,GBP,39117.719999999994,35597.878094717955,37142.52000000001,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,168038.35,LOREAL UK LIMITED,GBP,93364.70333333332,67760.33884982599,74673.64666666668,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,1734.48,LOREAL UK LIMITED,GBP,82011.02333333333,83300.947929507,-80276.54333333333,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,14904.0,LOREAL UK LIMITED,GBP,61558.943333333336,92448.67277209357,-46654.943333333336,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,473.47,LOREAL UK LIMITED,GBP,5703.983333333334,7992.35675850572,-5230.513333333333,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,23959.3,LOREAL UK LIMITED,GBP,13112.256666666668,11844.990959330973,10847.043333333331,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,201595.39,LOREAL UK LIMITED,GBP,75342.72000000002,109966.80664770576,126252.67,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,116784.77,LOREAL UK LIMITED,GBP,114113.15333333334,88848.17538549815,2671.6166666666686,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,16671.38,LOREAL UK LIMITED,GBP,111683.84666666668,92567.47232564708,-95012.46666666667,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,3272.11,LOREAL UK LIMITED,GBP,45576.08666666668,62031.38355448338,-42303.97666666668,1,Normal,Currency Anomaly,Normal,
244287,2024-07-09,11416.46,LOREAL UK LIMITED,GBP,10453.316666666677,6751.3585998395265,963.1433333333225,1,Normal,Currency Anomaly,Normal,
244287,2024-07-18,276.48,LOREAL UK LIMITED,GBP,4988.3500000000095,5764.884942762809,-4711.87000000001,1,Normal,Currency Anomaly,Normal,
244287,2024-07-18,631.58,LOREAL UK LIMITED,GBP,4108.173333333342,6331.651799027377,-3476.5933333333423,1,Normal,Currency Anomaly,Normal,
284610,2024-07-09,690.05,MAYBORN UK LIMITED,GBP,3943.01,4600.380149857184,-3252.96,1,Normal,Currency Anomaly,Normal,
284610,2024-07-09,6303.54,MAYBORN UK LIMITED,GBP,4729.8533333333335,3526.91310571062,1573.6866666666665,1,Normal,Currency Anomaly,Normal,
284610,2024-07-09,60550.97,MAYBORN UK LIMITED,GBP,22514.853333333333,33059.60444114892,38036.11666666667,1,Normal,Currency Anomaly,Normal,
284610,2024-07-09,32751.17,MAYBORN UK LIMITED,GBP,33201.89333333333,27126.523534054882,-450.7233333333352,1,Normal,Currency Anomaly,Normal,
284610,2024-07-18,269.57,MAYBORN UK LIMITED,GBP,31190.570000000003,30170.98607536718,-30921.000000000004,1,Normal,Currency Anomaly,Normal,
284610,2024-07-18,584.86,MAYBORN UK LIMITED,GBP,11201.866666666669,18662.90994352256,-10617.006666666668,1,Normal,Currency Anomaly,Normal,
284610,2024-07-18,604.37,MAYBORN UK LIMITED,GBP,486.26666666666915,187.9181844135577,118.10333333333085,1,Normal,Currency Anomaly,Normal,
288489,2024-07-09,7900.42,JOHNSON AND JOHNSON LIMITED,GBP,9442.225,2180.4415415346502,-1541.8050000000003,1,Normal,Currency Anomaly,Normal,
288489,2024-07-09,7652.74,JOHNSON AND JOHNSON LIMITED,GBP,8845.730000000001,1855.9583812952276,-1192.9900000000016,1,Normal,Currency Anomaly,Normal,
288489,2024-07-09,38641.97,JOHNSON AND JOHNSON LIMITED,GBP,18065.043333333335,17820.571529264525,20576.926666666666,1,Normal,Currency Anomaly,Normal,
310204,2024-07-09,13248.67,LINDAM LIMITED,GBP,10267.625,4215.834269044503,2981.045,1,Normal,Currency Anomaly,Normal,
310352,2024-07-09,38153.3,LINDT & SPRUNGLI (U K ) LTD,GBP,29150.100000000002,12732.44754475745,9003.2,1,Normal,Currency Anomaly,Normal,
310352,2024-07-09,63940.8,LINDT & SPRUNGLI (U K ) LTD,GBP,40747.0,22011.857692389345,23193.800000000003,1,Normal,Currency Anomaly,Normal,
310352,2024-07-09,32380.99,LINDT & SPRUNGLI (U K ) LTD,GBP,44825.030000000006,16804.445474448126,-12444.040000000005,1,Normal,Currency Anomaly,Normal,
310352,2024-07-18,1530.14,LINDT & SPRUNGLI (U K ) LTD,GBP,32617.309999999998,31206.00111782508,-31087.17,1,Normal,Currency Anomaly,Normal,
353426,2024-07-09,4752.0,NICE PAK INTERNATIONAL LIMITED,GBP,10369.04,7943.69414839217,-5617.040000000001,1,Normal,Currency Anomaly,Normal,
369144,2024-07-09,214.65,PEMBERTON MARKETING LIMITED,EUR,42489.189999999995,59785.227811083896,-42274.53999999999,1,Normal,Currency Anomaly,Normal,
369144,2024-07-09,3420.05,PEMBERTON MARKETING LIMITED,EUR,29466.14333333333,47915.92601273749,-26046.09333333333,1,Normal,Currency Anomaly,Normal,
369144,2024-07-09,1205.33,PEMBERTON MARKETING LIMITED,EUR,1613.3433333333335,1641.1896447800593,-408.01333333333355,1,Normal,Currency Anomaly,Normal,
369144,2024-07-09,2565.02,PEMBERTON MARKETING LIMITED,EUR,2396.8,1116.9018067403947,168.2199999999998,1,Normal,Currency Anomaly,Normal,
369144,2024-07-09,1564.03,PEMBERTON MARKETING LIMITED,EUR,1778.1266666666668,704.6752876561628,-214.0966666666668,1,Normal,Currency Anomaly,Normal,
369144,2024-07-09,4860.01,PEMBERTON MARKETING LIMITED,EUR,2996.353333333334,1689.7950684722948,1863.6566666666663,1,Normal,Currency Anomaly,Normal,
369144,2024-07-09,1976.92,PEMBERTON MARKETING LIMITED,EUR,2800.3199999999997,1795.650776208992,-823.3999999999996,1,Normal,Currency Anomaly,Normal,
369144,2024-07-18,97.92,PEMBERTON MARKETING LIMITED,EUR,2311.616666666667,2398.622872823757,-2213.6966666666667,1,Normal,Currency Anomaly,Normal,
369144,2024-07-18,37.65,PEMBERTON MARKETING LIMITED,EUR,704.1633333333334,1102.6514715145968,-666.5133333333334,1,Normal,Currency Anomaly,Normal,
369144,2024-07-18,67.29,PEMBERTON MARKETING LIMITED,EUR,67.62,30.136355120971153,-0.3299999999999983,1,Normal,Currency Anomaly,Normal,
369144,2024-07-18,69.05,PEMBERTON MARKETING LIMITED,EUR,57.99666666666667,17.642690648274076,11.053333333333327,1,Normal,Currency Anomaly,Normal,
369144,2024-07-18,133.81,PEMBERTON MARKETING LIMITED,EUR,90.05,37.90748738675642,43.760000000000005,1,Normal,Currency Anomaly,Normal,
369144,2024-07-18,56.63,PEMBERTON MARKETING LIMITED,EUR,86.49666666666667,41.44246292524686,-29.866666666666667,1,Normal,Currency Anomaly,Normal,
369144,2024-07-18,12.66,PEMBERTON MARKETING LIMITED,EUR,67.7,61.328943411551485,-55.040000000000006,1,Normal,Currency Anomaly,Normal,
377546,2024-07-09,5710.69,CEDO LIMITED,GBP,3656.56,2904.9785048774456,2054.1299999999997,1,Normal,Currency Anomaly,Normal,
382043,2024-05-13,5.26,PROCTER AND GAMBLE UK,GBP,15.61,14.637110370561535,-10.35,1,Normal,Currency Anomaly,Normal,
382043,2024-05-13,28.87,PROCTER AND GAMBLE UK,GBP,20.03,12.873682456857479,8.84,1,Normal,Currency Anomaly,Normal,
382043,2024-05-31,32.66,PROCTER AND GAMBLE UK,GBP,22.263333333333332,14.846751608797573,10.396666666666665,1,Normal,Currency Anomaly,Normal,
382043,2024-07-13,310056.1,PROCTER AND GAMBLE UK,GBP,103372.54333333333,178993.21062788507,206683.55666666664,-1,Anomaly,Currency Anomaly,Normal,
382043,2024-07-13,64961.14,PROCTER AND GAMBLE UK,GBP,125016.63333333335,163504.2202727224,-60055.49333333335,1,Normal,Currency Anomaly,Normal,
382043,2024-07-13,24322.68,PROCTER AND GAMBLE UK,GBP,133113.30666666667,154578.2494151261,-108790.62666666668,1,Normal,Currency Anomaly,Normal,
382043,2024-07-13,2456.83,PROCTER AND GAMBLE UK,GBP,30580.216666666664,31718.524019806297,-28123.386666666665,1,Normal,Currency Anomaly,Normal,
382043,2024-07-13,216444.74,PROCTER AND GAMBLE UK,GBP,81074.75,117742.53476762633,135369.99,-1,Anomaly,Currency Anomaly,Normal,
382043,2024-07-13,1895.04,PROCTER AND GAMBLE UK,GBP,73598.87000000001,123708.47114908378,-71703.83000000002,1,Normal,Currency Anomaly,Normal,
