Internal Reference,Invoice Number,Supplier Name,Supplier Reference,Invoice Date,Posting Date,Due Date,Payment Date,Gross Amount,VAT Amount,Currency Code,Debit/Credit
987920374,IN829985,Purple Plumbers Limited,V_PU001,2024-03-11,2024-03-25,2024-04-17,2024-04-28,238.02,47.6,USD,Dr
614852380,IN469386,QuickFix Mechanics,V_QU001,2024-05-16,2024-05-21,2024-07-03,2024-07-29,5191.91,1038.38,CAD,Dr
139025448,IN635142,Sunny Solutions Ltd.,V_SU001,2024-09-23,2024-09-27,2024-11-12,2024-12-03,2477.38,495.48,AUD,Dr
587720780,IN425164,Eco Electronics,V_EC001,2024-04-03,2024-04-16,2024-05-20,2024-06-15,3965.51,793.1,JPY,Dr
967514153,IN870810,Blue Banana Inc.,V_BL001,2024-08-18,2024-08-18,2024-09-04,2024-09-16,9160.21,1832.04,USD,Dr
593014974,IN987787,QuickFix Mechanics,V_QU001,2024-11-03,2024-11-17,2024-11-30,2024-12-19,1438.43,287.69,CAD,Dr
533671039,IN452544,Eco Electronics,V_EC001,2023-12-07,2023-12-21,2024-01-29,2024-02-03,8457.49,1691.5,JPY,Dr
288991997,IN638247,Global Tech Solutions,V_GL001,2024-09-03,2024-09-09,2024-10-13,2024-10-13,9360.36,1872.07,EUR,Dr
670823713,IN452819,Velocity Ventures,V_VE001,2024-09-30,2024-10-08,2024-10-22,2024-11-12,5827.77,1165.55,USD,Dr
481073561,IN725335,QuickFix Mechanics,V_QU001,2024-04-19,2024-04-23,2024-05-08,2024-06-07,4965.92,993.18,CAD,Dr
761642213,IN390050,QuickFix Mechanics,V_QU001,2024-02-02,2024-02-14,2024-02-20,2024-03-06,6278.31,1255.66,CAD,Dr
814370904,IN862164,Eco Electronics,V_EC001,2024-04-18,2024-04-20,2024-05-23,,3437.25,687.45,JPY,Dr
539661159,IN988744,Velocity Ventures,V_VE001,2024-10-31,2024-11-10,2024-12-26,2025-01-15,8581.98,1716.4,USD,Dr
616503093,IN666113,Eco Electronics,V_EC001,2024-11-11,2024-11-14,2025-01-08,2025-01-12,-5901.44,-1180.29,JPY,Cr
908123834,IN299262,QuickFix Mechanics,V_QU001,2024-05-12,2024-05-23,2024-06-06,,9292.37,1858.47,CAD,Dr
427582815,IN950977,QuickFix Mechanics_S,V_QU001,2023-12-30,2024-01-06,2024-02-18,2024-02-25,6241.76,1248.35,CAD,Dr
240154262,IN513822,Global Tech Solutions,V_GL001,2024-04-10,2024-04-10,2024-05-11,,6116.71,1223.34,EUR,Dr
712178647,IN447365,Sunny Solutions Ltd.,V_SU001,2024-01-09,2024-01-09,2024-02-01,2024-02-29,6418.18,1283.64,AUD,Dr
679747703,IN494113,Global Tech Solutions,V_GL001,2024-01-09,2024-01-24,2024-02-14,2024-02-18,-2017.51,-403.5,EUR,Cr
205059824,IN875791,Blue Banana Inc.,V_BL001,2024-06-26,2024-06-29,2024-08-12,2024-09-08,8701.34,1740.27,USD,Dr
454042040,IN706350,Artic Apples Co.,V_AR001,2024-01-08,2024-01-12,2024-03-08,2024-03-27,5891.59,1178.32,GBP,Dr
926537067,IN896866,Velocity Ventures,V_VE001,2024-05-06,2024-05-08,2024-05-25,,-6379.91,-1275.98,USD,Cr
963520523,IN229964,Blue Banana Inc.,V_BL001,2024-10-07,2024-10-10,2024-11-04,2024-11-24,-4298.09,-859.62,USD,Cr
833262490,IN350655,Sunny Solutions Ltd.,V_SU001,2024-07-30,2024-07-30,2024-08-14,,5408.62,1081.72,AUD,Dr
603856109,IN311915,Global Tech Solutions,V_GL001,2024-11-23,2024-12-04,2025-01-13,2025-01-24,2427.9,485.58,EUR,Dr
412246664,IN389283,QuickFix Mechanic,V_QU001,2024-10-17,2024-10-21,2024-11-13,2024-12-13,3977.51,795.5,CAD,Dr
645611875,IN426111,Sunny Solutions Ltd.,V_SU001,2024-01-08,2024-01-10,2024-01-06,2024-03-11,2339.66,467.93,AUD,Dr
750398371,IN296938,Purple Plumbers Limited,V_PU001,2024-09-25,2024-09-29,2024-10-20,2024-10-29,9509.88,1901.98,USD,Dr
715913471,IN786894,Blue Banana Inc.,V_BL001,2024-05-05,2024-05-05,2024-05-28,2024-05-29,3197.53,639.51,USD,Dr
454083915,IN325970,Velocity Ventures,V_VE001,2024-05-09,2024-05-12,2024-06-26,2024-06-27,-31267.31906052336,-6253.46,USD,Cr
404376427,IN838546,Sunny Solutions Ltd.,V_SU001,2024-03-04,2024-03-06,2024-03-24,2024-04-17,1866.25,373.25,AUD,Dr
864130889,IN287970,Eco Electronics,V_EC001,2024-02-17,2024-02-21,2024-04-12,,2045.42,409.08,JPY,Dr
311658173,IN986435,Artic Apples Co.,V_AR001,2024-11-08,2024-11-15,2024-11-26,,8164.71,1632.94,GBP,Dr
727874666,IN408437,QuickFix Mechanics,V_QU001,2024-10-16,2024-10-30,2024-11-11,2024-12-10,2591.62,518.32,CAD,Dr
401100409,IN384800,Global Tech Solutions,V_GL001,2024-06-13,2024-06-23,2024-07-15,2024-07-23,981.2,196.24,JPY,Dr
473662182,IN280090,Velocity Ventures,V_VE001,2024-02-04,2024-02-04,2024-03-14,2024-03-31,8963.32,1792.66,USD,Dr
623204899,IN308697,Global Tech Solutions,V_GL001,2024-06-23,2024-06-29,2024-06-17,2024-07-21,6588.37,1317.67,EUR,Dr
709264425,IN773279,Blue Banana Inc._J,V_BL001,2023-12-24,2023-12-24,2024-01-20,2024-02-03,4436.89,887.38,USD,Dr
121884668,IN224156,QuickFix Mechanics,V_QU001,2024-06-10,2024-06-16,2024-06-30,2024-07-26,8597.04,1719.41,CAD,Dr
691853573,IN658066,QuickFix Mechanics,V_QU001,2024-02-06,2024-02-18,2024-03-21,2024-03-26,-6376.08,-1275.22,CAD,Cr
294850761,IN367737,Blue Banana Inc.,V_BL001,2024-02-08,2024-02-14,2024-03-31,2024-04-18,8468.78,1693.76,USD,Dr
830808433,IN161792,QuickFix Mechanics,V_QU001,2024-08-22,2024-08-23,2024-09-14,2024-09-25,8114.82,1622.96,CAD,Dr
958682951,IN943565,Velocity Ventures,V_VE001,2023-12-14,2023-12-27,2024-01-04,2024-01-29,5106.25,1021.25,USD,Dr
355380604,IN328197,Blue Banana Inc.,V_BL001,2024-08-13,2024-08-21,2024-08-29,2024-09-27,3064.53,612.91,USD,Dr
149636483,IN824976,Velocity Ventures,V_VE001,2024-03-28,2024-04-07,2024-04-24,2024-05-03,8830.54,1766.11,USD,Dr
924744035,IN514884,Artic Apples Co.,V_AR001,2024-07-15,2024-07-22,2024-08-05,2024-08-16,8011.44,1602.29,GBP,Dr
240089196,IN423382,Purple Plumbers Limited_R,V_PU001,2024-11-30,2024-12-14,2025-01-24,2025-02-18,2025.12,405.02,USD,Dr
790815199,IN276479,Blue Banana Inc.,V_BL001,2024-10-17,2024-10-20,2024-11-18,2024-12-09,4364.03,872.81,USD,Dr
306416525,IN233738,Artic Apples Co.,V_AR001,2024-05-31,2024-06-11,2024-07-01,2024-07-23,-7200.99,-1440.2,GBP,Cr
448723457,IN765038,Velocity Ventures,V_VE001,2024-01-16,2024-01-18,2024-02-12,2024-03-02,4682.63,936.53,USD,Dr
913211620,IN576458,QuickFix Mechanics,V_QU001,2024-10-30,2024-11-04,2024-11-21,2024-11-28,578.56,115.71,CAD,Dr
363935354,IN958992,Purple Plumbers Limited,V_PU001,2024-01-27,2024-02-08,2024-02-24,2024-03-03,953.45,190.69,USD,Dr
574470305,IN774325,Sunny Solutions Ltd.,V_SU001,2024-01-17,2024-01-28,2024-03-15,,8522.71,1704.54,AUD,Dr
736968645,IN851531,Global Tech Solutions,V_GL001,2024-11-11,2024-11-15,2024-12-09,2025-01-06,8623.24,1724.65,EUR,Dr
893211641,IN950818,Global Tech Solutions,V_GL001,2024-02-26,2024-03-03,2024-03-28,,7366.31,1473.26,EUR,Dr
909393281,IN388381,Eco Electronics,V_EC001,2024-11-17,2024-11-23,2024-12-19,2025-01-05,2530.23,506.05,JPY,Dr
556907609,IN732013,Eco Electronics,V_EC001,2024-04-22,2024-05-03,2024-05-22,,5949.06,1189.81,JPY,Dr
992695971,IN404685,Velocity Ventures,V_VE001,2024-04-01,2024-04-04,2024-05-04,2024-05-19,5403.87,1080.77,USD,Dr
646720370,IN755306,Global Tech Solutions,V_GL001,2024-11-06,2024-11-08,2024-12-18,2025-01-02,3120.14,624.03,EUR,Dr
460020294,IN263239,Eco Electronics,V_EC001,2024-10-23,2024-11-05,2024-12-05,2025-01-03,5969.95,1193.99,JPY,Dr
979850340,IN943977,Eco Electronics,V_EC001,2024-07-29,2024-07-29,2024-09-16,2024-09-26,5299.82,1059.96,JPY,Dr
670402236,IN327842,Blue Banana Inc._H,V_BL001,2024-04-30,2024-05-09,2024-06-04,,7251.47,1450.29,USD,Dr
104911408,IN445254,Purple Plumbers Limited_N,V_PU001,2024-04-29,2024-04-30,2024-06-16,2024-06-26,7231.9,1446.38,USD,Dr
332468180,IN538068,QuickFix Mechanics,V_QU001,2024-06-24,2024-06-30,2024-07-15,2024-07-23,-6879.73,-1375.95,CAD,Cr
218406691,IN986605,Eco Electronics,V_EC001,2024-07-27,2024-08-10,2024-08-24,,8421.83,1684.37,JPY,Dr
224326393,IN238106,Artic Apples Co.,V_AR001,2024-11-14,2024-11-20,2024-12-10,2024-12-26,671.5,134.3,GBP,Dr
639417440,IN468386,Sunny Solutions Ltd.,V_SU001,2024-08-16,2024-08-22,2024-10-01,2024-10-14,178.89,35.78,AUD,Dr
123655056,IN415887,Eco Electronics,V_EC001,2024-03-06,2024-03-07,2024-04-16,,4936.9,987.38,JPY,Dr
398609537,IN304742,Velocity Ventures,V_VE001,2024-07-03,2024-07-15,2024-07-21,2024-07-28,3117.45,623.49,USD,Dr
647262365,IN743197,Sunny Solutions Ltd.,V_SU001,2024-11-28,2024-12-01,2025-01-14,2025-02-10,6905.62,1381.12,AUD,Dr
723473269,IN675047,Velocity Ventures,V_VE001,2024-05-23,2024-06-04,2024-06-12,,9633.09,1926.62,USD,Dr
229609751,IN475662,Sunny Solutions Ltd.,V_SU001,2024-02-13,2024-02-24,2024-03-30,2024-04-23,7510.72,1502.14,AUD,Dr
675745883,IN206579,Eco Electronics,V_EC001,2023-12-07,2023-12-07,2023-12-28,2024-01-18,2639.96,527.99,JPY,Dr
752324719,IN109793,Purple Plumbers Limited,V_PU001,2024-04-07,2024-04-14,2024-04-29,,1008.27,201.65,USD,Dr
697704183,IN570096,Purple Plumbers Limited,V_PU001,2024-10-03,2024-10-18,2024-10-18,,1745.97,349.19,USD,Dr
700106455,IN320067,Global Tech Solutions,V_GL001,2024-01-27,2024-01-30,2024-03-15,2024-03-21,4988.0,997.6,EUR,Dr
766938426,IN432180,Sunny Solutions Ltd.,V_SU001,2024-09-30,2024-10-03,2024-10-30,2024-11-13,1259.84,251.97,AUD,Dr
725414387,IN181835,QuickFix Mechanics,V_QU001,2023-12-28,2024-01-07,2024-01-28,2024-02-21,5779.15,1155.83,CAD,Dr
972387191,IN620648,Sunny Solutions Ltd.,V_SU001,2023-12-13,2023-12-20,2024-01-11,2024-02-02,5999.16,1199.83,AUD,Dr
793117335,IN812452,Artic Apples Co.,V_AR001,2024-04-21,2024-04-25,2024-06-06,2024-06-18,4897.57,979.51,GBP,Dr
492930479,IN969240,Global Tech Solutions,V_GL001,2024-07-26,2024-07-29,2024-08-26,2024-09-17,-2647.31,-529.46,EUR,Cr
239134215,IN925249,Eco Electronics,V_EC001,2024-03-27,2024-04-05,2024-05-02,2024-05-15,8005.05,1601.01,JPY,Dr
859472540,IN974651,Velocity Ventures,V_VE001,2024-07-05,2024-07-14,2024-08-04,2024-08-04,6074.39,1214.88,USD,Dr
225538139,IN604959,Artic Apples Co._Q,V_AR001,2024-01-04,2024-01-13,2024-02-28,2024-03-13,5568.62,1113.72,GBP,Dr
697175677,IN125924,Velocity Ventures,V_VE001,2024-09-11,2024-09-13,2024-09-27,2024-10-12,2459.8,491.96,USD,Dr
822177664,IN309495,Artic Apples Co.,V_AR001,2024-05-31,2024-06-04,2024-06-29,2024-07-10,9808.51,1961.7,GBP,Dr
949127668,IN237590,Purple Plumbers Limited,V_PU001,2024-05-01,2024-05-02,2024-05-19,2024-05-27,4371.83,874.37,USD,Dr
471903982,IN133972,QuickFix Mechanics,V_QU001,2024-10-01,2024-10-16,2024-11-17,2024-11-20,2730.15,546.03,CAD,Dr
385153317,IN923241,Eco Electronics,V_EC001,2024-09-02,2024-09-05,2024-10-25,2024-11-13,6520.99,1304.2,JPY,Dr
744676875,IN173715,Sunny Solutions Ltd.,V_SU001,2024-08-15,2024-08-22,2024-10-14,,4356.07,871.21,AUD,Dr
651694206,IN857805,Blue Banana Inc.,V_BL001,2024-04-29,2024-05-05,2024-06-02,2024-06-14,-7263.76,-1452.75,USD,Cr
775280861,IN712743,Global Tech Solutions,V_GL001,2024-08-25,2024-09-09,2024-10-18,2024-10-20,4534.89,906.98,EUR,Dr
767168457,IN476243,QuickFix Mechanics,V_QU001,2024-03-03,2024-03-08,2024-03-25,2024-04-05,4953.41,990.68,CAD,Dr
871534111,IN320770,Blue Banana Inc.,V_BL001,2024-01-19,2024-01-27,2024-03-06,2024-03-22,4712.69,942.54,USD,Dr
638446543,IN785645,QuickFix Mechanics,V_QU001,2024-03-19,2024-03-27,2024-04-18,,4113.99,822.8,CAD,Dr
908959498,IN630165,Sunny Solutions Ltd.,V_SU001,2024-02-14,2024-02-21,2024-03-23,,7812.38,1562.48,AUD,Dr
257487792,IN614283,Global Tech Solutions,V_GL001,2024-11-09,2024-11-20,2025-01-03,2025-01-11,1527.41,305.48,EUR,Dr
999278176,IN126904,Purple Plumbers Limited,V_PU001,2024-03-04,2024-03-16,2024-04-08,2024-05-02,4037.88,807.58,USD,Dr
313044374,IN341682,Blue Banana Inc.,V_BL001,2024-01-14,2024-01-14,2024-01-31,2024-02-20,7055.88,1411.18,USD,Dr
598050410,IN846613,Purple Plumbers Limited,V_PU001,2024-02-06,2024-02-10,2024-03-06,2024-03-27,7769.58,1553.92,USD,Dr
862729281,IN671645,Global Tech Solutions,V_GL001,2024-06-18,2024-06-27,2024-07-25,,1828.73,365.75,EUR,Dr
625595732,IN268090,Purple Plumbers Limited,V_PU001,2023-12-27,2024-01-10,2024-02-14,2024-02-29,-5735.21,-1147.04,USD,Cr
191433047,IN215697,Artic Apples Co.,V_AR001,2024-11-06,2024-11-15,2024-12-30,,7348.36,1469.67,GBP,Dr
648759992,IN731436,Purple Plumbers Limited,V_PU001,2024-10-18,2024-10-19,2024-12-02,2024-12-22,4002.11,800.42,USD,Dr
731016392,IN165132,Artic Apples Co.,V_AR001,2024-10-11,2024-10-22,2024-11-22,2024-11-22,8375.45,1675.09,GBP,Dr
869823370,IN681241,Global Tech Solutions,V_GL001,2024-04-08,2024-04-18,2024-05-24,2024-06-07,698.38,139.68,EUR,Dr
527268666,IN210775,Artic Apples Co.,V_AR001,2024-06-28,2024-07-12,2024-08-15,2024-08-21,817.88,163.58,GBP,Dr
132374783,IN766777,QuickFix Mechanics,V_QU001,2024-12-04,2024-12-04,2025-01-21,,9029.91,1805.98,CAD,Dr
912765392,IN743994,Sunny Solutions Ltd.,V_SU001,2024-10-01,2024-10-05,2024-10-25,2024-11-12,3553.19,710.64,AUD,Dr
873168404,IN323254,Blue Banana Inc.,V_BL001,2024-09-03,2024-09-03,2024-10-21,2024-11-13,2778.62,555.72,USD,Dr
553397828,IN713322,Sunny Solutions Ltd.,V_SU001,2024-05-13,2024-05-20,2024-06-03,,6835.79,1367.16,AUD,Dr
574452333,IN162310,Sunny Solutions Ltd.,V_SU001,2024-09-23,2024-10-07,2024-10-24,2024-10-29,5489.93,1097.99,AUD,Dr
575191165,IN223198,QuickFix Mechanics,V_QU001,2024-07-30,2024-08-11,2024-08-25,,3721.84,744.37,CAD,Dr
568202384,IN154854,Artic Apples Co.,V_AR001,2024-09-12,2024-09-18,2024-10-01,,4284.19,856.84,GBP,Dr
947039725,IN414166,Eco Electronics,V_EC001,2024-09-05,2024-09-12,2024-10-16,2024-11-11,5698.32,1139.66,JPY,Dr
700478685,IN150045,Blue Banana Inc.,V_BL001,2024-05-06,2024-05-17,2024-06-08,2024-06-30,8463.32,1692.66,USD,Dr
704634608,IN632443,Eco Electronics,V_EC001,2024-03-08,2024-03-09,2024-04-23,2024-05-01,5799.93,1159.99,JPY,Dr
534238323,IN256433,Velocity Ventures,V_VE001,2024-10-25,2024-11-02,2024-12-23,,40949.99630369897,8190.0,USD,Dr
207515866,IN890429,Blue Banana Inc.,V_BL001,2024-01-17,2024-01-22,2024-02-13,2024-03-01,7903.55,1580.71,USD,Dr
218934909,IN978376,QuickFix Mechanics,V_QU001,2024-01-02,2024-01-05,2024-03-01,2024-03-02,9537.7,1907.54,CAD,Dr
933239580,IN479243,Velocity Ventures,V_VE001,2024-02-16,2024-02-19,2024-03-04,2024-03-06,8126.08,1625.22,USD,Dr
788223393,IN737018,Purple Plumbers Limited,V_PU001,2024-02-22,2024-02-22,2024-04-08,2024-04-11,4212.74,842.55,USD,Dr
382449857,IN767440,QuickFix Mechanics,V_QU001,2024-01-24,2024-01-31,2024-02-24,2024-03-16,7887.53,1577.51,CAD,Dr
628095495,IN257699,Eco Electronics_Q,V_EC001,2024-12-01,2024-12-08,2024-12-31,2025-01-06,7019.55,1403.91,JPY,Dr
487663323,IN317328,Global Tech Solutions,V_GL001,2024-04-12,2024-04-23,2024-06-05,2024-06-15,6243.67,1248.73,EUR,Dr
512883090,IN813223,Eco Electronics,V_EC001,2024-09-27,2024-10-10,2024-10-15,,6484.95,1296.99,JPY,Dr
632226785,IN179947,QuickFix Mechanics,V_QU001,2024-07-23,2024-08-04,2024-09-08,,8635.48,1727.1,CAD,Dr
708806226,IN190025,Velocity Ventures,V_VE001,2024-11-20,2024-12-05,2024-12-21,,4006.6,801.32,USD,Dr
904961014,IN213550,Eco Electronics,V_EC001,2023-12-27,2024-01-09,2024-01-23,2024-02-19,5951.82,1190.36,JPY,Dr
110679117,IN590726,QuickFix Mechanics,V_QU001,2024-07-08,2024-07-18,2024-08-11,2024-08-11,126.37,25.27,CAD,Dr
920102299,IN416023,Blue Banana Inc.,V_BL001,2024-05-30,2024-06-13,2024-07-18,2024-08-03,4391.36,878.27,USD,Dr
325919102,IN887023,Purple Plumbers Limited,V_PU001,2024-06-02,2024-06-12,2024-07-19,2024-08-18,8358.16,1671.63,USD,Dr
661949847,IN642370,QuickFix Mechanics,V_QU001,2024-06-14,2024-06-15,2024-07-13,2024-07-14,9049.74,1809.95,CAD,Dr
123454729,IN398069,Velocity Ventures,V_VE001,2024-07-03,2024-07-14,2024-08-11,2024-08-22,2085.77,417.15,USD,Dr
638017112,IN111309,Blue Banana Inc.,V_BL001,2024-06-30,2024-07-14,2024-08-01,,2203.19,440.64,USD,Dr
316992153,IN131603,Eco Electronics,V_EC001,2024-03-27,2024-04-09,2024-04-26,2024-05-07,5679.82,1135.96,JPY,Dr
757692283,IN166901,Artic Apples Co.,V_AR001,2024-04-06,2024-04-12,2024-05-31,2024-06-22,937.6,187.52,GBP,Dr
491260200,IN121631,QuickFix Mechanics,V_QU001,2024-09-10,2024-09-19,2024-10-01,2024-10-20,3143.06,628.61,CAD,Dr
894680776,IN357637,Velocity Ventures,V_VE001,2024-07-14,2024-07-14,2024-08-19,,4743.88,948.78,USD,Dr
710486322,IN491854,Blue Banana Inc.,V_BL001,2024-03-22,2024-03-30,2024-04-28,2024-05-11,1315.42,263.08,USD,Dr
681245309,IN118294,Purple Plumbers Limited,V_PU001,2024-04-02,2024-04-10,2024-05-01,,1787.01,357.4,USD,Dr
889106828,IN549531,Global Tech Solutions,V_GL001,2024-04-26,2024-05-09,2024-06-24,2024-06-24,5533.53,1106.71,EUR,Dr
780944938,IN388116,Sunny Solutions Ltd.,V_SU001,2024-04-14,2024-04-27,2024-06-12,2024-06-28,9361.99,1872.4,AUD,Dr
224267405,IN949977,Purple Plumbers Limited,V_PU001,2024-12-04,2024-12-11,2025-01-23,2025-02-22,2104.52,420.9,USD,Dr
931607794,IN244209,Blue Banana Inc.,V_BL001,2024-08-04,2024-08-12,2024-09-26,2024-10-08,9728.61,1945.72,USD,Dr
626450667,IN178340,Purple Plumbers Limited,V_PU001,2024-01-06,2024-01-21,2024-02-27,2024-03-14,1922.72,384.54,USD,Dr
503018603,IN854981,QuickFix Mechanics,V_QU001,2023-12-15,2023-12-22,2024-01-07,2024-01-19,7835.42,1567.08,CAD,Dr
939656545,IN929456,Purple Plumbers Limited,V_PU001,2024-12-02,2024-12-05,2025-01-01,,8422.74,1684.55,USD,Dr
755647406,IN241950,Eco Electronics,V_EC001,2024-06-25,2024-06-30,2024-08-15,2024-08-23,283.71,56.74,JPY,Dr
979305786,IN388449,Purple Plumbers Limited,V_PU001,2024-03-20,2024-03-31,2024-05-13,2024-05-22,4409.25,881.85,USD,Dr
666666033,IN601944,Artic Apples Co.,V_AR001,2024-01-14,2024-01-15,2024-03-07,,-4091.9,-818.38,GBP,Cr
365687756,IN641478,Global Tech Solutions,V_GL001,2023-12-29,2024-01-03,2024-01-26,2024-02-25,4107.17,821.43,EUR,Dr
640146231,IN639725,Global Tech Solutions,V_GL001,2024-07-05,2024-07-09,2024-08-18,,-7309.73,-1461.95,EUR,Cr
833409308,IN890205,Blue Banana Inc.,V_BL001,2024-05-10,2024-05-19,2024-06-06,,2132.75,426.55,USD,Dr
976002062,IN431643,Velocity Ventures,V_VE001,2024-11-09,2024-11-22,2025-01-04,2025-02-01,-1340.3,-268.06,USD,Cr
610561998,IN933888,Eco Electronics,V_EC001,2024-05-07,2024-05-15,2024-05-23,,5481.04,1096.21,JPY,Dr
810810467,IN531621,QuickFix Mechanics,V_QU001,2023-12-21,2023-12-23,2024-02-16,,9052.22,1810.44,CAD,Dr
847957007,IN795032,Global Tech Solutions,V_GL001,2024-02-28,2024-03-06,2024-03-17,,-8322.26,-1664.45,EUR,Cr
931021520,IN518282,Global Tech Solutions,V_GL001,2024-07-23,2024-08-06,2024-09-14,2024-10-12,4064.32,812.86,EUR,Dr
592632766,IN443076,Artic Apples Corporation,V_AR001,2024-08-19,2024-08-21,2024-10-07,2024-10-22,4862.82,972.56,GBP,Dr
628038043,IN191978,Blue Banana Inc.,V_BL001,2024-06-10,2024-06-15,2024-08-04,2024-09-03,-1354.09,-270.82,USD,Cr
717136023,IN270299,Global Tech Solutions,V_GL001,2024-02-04,2024-02-14,2024-02-24,2024-03-11,2343.81,468.76,EUR,Dr
198404786,IN957430,Eco Electronics,V_EC001,2024-11-16,2024-11-19,2024-12-29,2025-01-28,5555.48,1111.1,JPY,Dr
828791180,IN420209,Purple Plumbers Limited,V_PU001,2024-09-21,2024-09-28,2024-10-28,2024-10-31,-9601.6,-1920.32,USD,Cr
500651883,IN195868,Purple Plumbers Limited,V_PU001,2024-05-13,2024-05-19,2024-07-05,2024-07-13,9764.77,1952.95,USD,Dr
257750909,IN455795,Velocity Ventures,V_VE001,2024-08-06,2024-08-17,2024-08-23,2024-08-31,-1533.51,-306.7,USD,Cr
224852495,IN937353,Global Tech Solutions,V_GL001,2024-02-21,2024-03-06,2024-04-11,2024-04-19,2427.2,485.44,EUR,Dr
833034724,IN308773,Global Tech Solutions,V_GL001,2023-12-30,2023-12-31,2024-01-25,2024-02-18,3920.97,784.19,EUR,Dr
821758992,IN230488,Velocity Ventures,V_VE001,2024-11-01,2024-11-02,2024-11-23,,-1182.48,-236.5,USD,Cr
412643855,IN367711,Purple Plumbers Limited,V_PU001,2024-10-28,2024-11-01,2024-12-13,,6267.98,1253.6,USD,Dr
340073755,IN142917,Purple Plumbers Limited,V_PU001,2024-08-05,2024-08-16,2024-09-26,,7394.18,1478.84,USD,Dr
243052347,IN617777,Sunny Solutions Ltd.,V_SU001,2024-10-14,2024-10-19,2024-11-23,2024-11-29,6753.25,1350.65,AUD,Dr
384808707,IN815378,Velocity Ventures,V_VE001,2024-11-10,2024-11-25,2024-12-16,2024-12-19,1520.99,304.2,USD,Dr
617234721,IN475653,Global Tech Solutions,V_GL001,2024-03-22,2024-03-26,2024-05-11,2024-05-15,4158.43,831.69,EUR,Dr
196700415,IN634583,Velocity Ventures,V_VE001,2024-02-18,2024-02-22,2024-03-08,2024-03-18,5997.43,1199.49,USD,Dr
885975622,IN863156,Velocity Ventures,V_VE001,2024-10-28,2024-10-30,2024-11-30,2024-12-02,4293.74,858.75,USD,Dr
428337903,IN845356,Purple Plumbers Limited,V_PU001,2024-05-09,2024-05-19,2024-06-26,2024-06-28,3270.06,654.01,USD,Dr
132065378,IN442265,Purple Plumbers Limited,V_PU001,2024-01-12,2024-01-15,2024-02-11,2024-02-13,6826.01,1365.2,USD,Dr
777149586,IN698723,Sunny Solutions Ltd.,V_SU001,2024-07-11,2024-07-26,2024-08-21,2024-09-01,3756.87,751.37,AUD,Dr
992582017,IN862221,Velocity Ventures,V_VE001,2024-03-30,2024-04-14,2024-05-09,2024-06-04,3441.51,688.3,USD,Dr
596584781,IN191099,Sunny Solutions Ltd.,V_SU001,2024-03-11,2024-03-20,2024-05-08,,5166.66,1033.33,AUD,Dr
955211832,IN696247,Purple Plumbers Limited,V_PU001,2024-01-20,2024-01-28,2024-02-22,2024-02-24,6260.99,1252.2,USD,Dr
660673097,IN960892,Velocity Ventures,V_VE001,2024-03-29,2024-04-09,2024-04-26,2024-05-17,5527.65,1105.53,USD,Dr
583960581,IN330102,Sunny Solutions Ltd.,V_SU001,2024-07-18,2024-08-01,2024-08-29,2024-09-02,4946.58,989.32,AUD,Dr
745968096,IN455839,Velocity Ventures,V_VE001,2024-10-19,2024-10-28,2024-12-10,2024-12-19,4421.38,884.28,USD,Dr
407484092,IN949198,Velocity Ventures,V_VE001,2024-11-30,2024-12-01,2024-12-18,2024-12-30,-8545.21,-1709.04,USD,Cr
959453216,IN458216,Sunny Solutions Ltd.,V_SU001,2024-12-04,2024-12-07,2024-12-29,2025-01-21,3245.55,649.11,AUD,Dr
323265957,IN532248,Global Tech Solutions,V_GL001,2024-05-11,2024-05-20,2024-07-02,2024-07-31,5541.92,1108.38,EUR,Dr
745857118,IN389992,QuickFix Mechanics,V_QU001,2024-12-03,2024-12-05,2025-01-31,2025-02-15,-3616.22,-723.24,CAD,Cr
408056003,IN976484,Eco Electronics,V_EC001,2024-11-30,2024-12-10,2025-01-29,2025-02-26,-10091.655422867965,-2018.33,JPY,Cr
421569959,IN433513,Global Tech Solutions,V_GL001,2024-05-13,2024-05-23,2024-06-15,2024-06-28,8592.86,1718.57,EUR,Dr
804291692,IN210335,Sunny Solutions Ltd.,V_SU001,2024-05-07,2024-05-13,2024-07-04,2024-07-29,6001.86,1200.37,AUD,Dr
353722020,IN332530,Sunny Solutions Ltd.,V_SU001,2024-10-05,2024-10-11,2024-10-20,2024-10-30,-7983.38,-1596.68,AUD,Cr
148035912,IN366670,Velocity Ventures,V_VE001,2024-11-06,2024-11-21,2025-01-03,,9388.41,1877.68,USD,Dr
383352397,IN912305,Eco Electronics,V_EC001,2023-12-16,2023-12-21,2024-02-08,2024-02-27,1485.43,297.09,JPY,Dr
532745359,IN451987,Global Tech Solutions,V_GL001,2023-12-31,2024-01-11,2024-02-14,2024-02-27,9312.72,1862.54,EUR,Dr
183978731,IN440892,Global Tech Solutions,V_GL001,2024-08-01,2024-08-13,2024-09-06,2024-09-12,6702.46,1340.49,EUR,Dr
310389648,IN464601,Sunny Solutions Ltd.,V_SU001,2024-01-10,2024-01-21,2024-03-03,,1677.35,335.47,AUD,Dr
211057717,IN303879,Purple Plumbers Limited,V_PU001,2024-12-02,2024-12-12,2025-01-18,,7988.0,1597.6,USD,Dr
