Internal Reference,Invoice Number,Supplier Name,Supplier Reference,Invoice Date,Posting Date,Due Date,Payment Date,Gross Amount,VAT Amount,Gross Amount_standardized,VAT Amount_standardized,Currency Code_CAD,Currency Code_EUR,Currency Code_GBP,Currency Code_JPY,Currency Code_USD,Debit/Credit_Dr
129750573,IN551357,QuickFix Mechanics,V_QU001,2024-10-12,2024-10-13,2024-11-28,,3909.07,781.81,-0.08205345387583785,-0.08205645547390221,True,False,False,False,False,True
437702947,IN432237,Purple Plumbers Limited,V_PU001,2024-06-20,2024-07-02,2024-07-26,2024-07-27,5668.46,1133.69,0.18376970342682988,0.18376822405414203,False,False,False,False,True,True
400360949,IN802143,Purple Plumbers Limited,V_PU001,2023-12-08,2023-12-08,2023-12-25,2024-01-05,2757.21,551.44,-0.256085966264024,-0.2560874644055707,False,False,False,False,True,True
876767697,IN227165,Global Tech Solutions_T,V_GL001,2024-07-07,2024-07-10,2024-09-01,2024-09-11,2388.99,477.8,-0.3117196819166016,-0.3117181606669245,False,True,False,False,False,True
508297222,IN215560,Artic Apples Co.,V_AR001,2024-05-20,2024-05-27,2024-06-06,2024-06-13,6951.73,1390.35,0.3776567228323024,0.3776597843805822,False,False,True,False,False,True
145865518,IN827043,Artic Apples Co.,V_AR001,2024-08-29,2024-09-10,2024-10-05,2024-10-06,-8614.28,-1722.86,-1.9741844975934697,-1.9741875799297004,False,False,True,False,False,False
327644443,IN275117,Artic Apples Co.,V_AR001,2024-10-07,2024-10-15,2024-12-05,2024-12-14,4345.61,869.12,-0.01609738893918,-0.01609887684029544,False,False,True,False,False,True
543839029,IN320630,Velocity Ventures,V_VE001,2024-06-29,2024-06-29,2024-07-30,,6864.16,1372.83,0.3644259247233018,0.36442445305930415,False,False,False,False,True,True
293471453,IN675999,Eco Electronics,V_EC001,2024-07-23,2024-08-06,2024-08-12,2024-08-19,3023.54,604.71,-0.21584663246968652,-0.21584510712905905,False,False,False,True,False,True
264176451,IN926286,Purple Plumbers Limited,V_PU001,2024-06-16,2024-06-23,2024-07-02,,8759.12,1751.82,0.6507321161659402,0.6507291458361981,False,False,False,False,True,True
704537742,IN278724,Purple Plumbers Limited,V_PU001,2024-07-21,2024-07-28,2024-08-09,2024-08-24,5374.15,1074.83,0.13930292037943945,0.13930294999190287,False,False,False,False,True,True
392052861,IN318010,Eco Electronics,V_EC001,2024-10-12,2024-10-15,2024-12-01,2024-12-06,7440.12,1488.02,0.4514467135649143,0.45144373473156574,False,False,False,False,False,True
214113331,IN152935,Sunny Solutions Ltd.,V_SU001,2024-02-27,2024-03-01,2024-04-19,2024-05-15,9973.12,1994.62,0.8341532524492195,0.8341502899461478,False,False,False,False,False,True
941961753,IN821378,Purple Plumbers Limited,V_PU001,2024-03-21,2024-04-02,2024-04-08,,-8870.68,-1774.14,-2.0129235250589,-2.0129266090481446,False,False,False,False,True,False
393667123,IN852519,Eco Electronics,V_EC001,2023-12-30,2024-01-01,2024-01-16,2024-01-23,7729.75,1545.95,0.49520640359928514,0.49520644839832606,False,False,False,True,False,True
908307597,IN707003,Velocity Ventures,V_VE001,2024-10-16,2024-10-23,2024-12-12,,9142.49,1828.5,0.7086548188157924,0.7086563836053537,False,False,False,False,True,True
504368564,IN706012,QuickFix Mechanics,V_QU001,2024-04-08,2024-04-16,2024-05-26,,2553.13,510.63,-0.2869200564556975,-0.2869170232652373,True,False,False,False,False,True
814317656,IN618759,Global Tech Solutions,V_GL001,2024-06-02,2024-06-03,2024-07-22,2024-08-02,1259.85,251.97,-0.48231946925012864,-0.48231946616259974,False,True,False,False,False,True
797917353,IN706678,Eco Electronics,V_EC001,2024-06-08,2024-06-20,2024-07-02,,8788.84,1757.77,0.6552224589751157,0.6552240214846916,False,False,False,True,False,True
147132659,IN675367,Global Tech Solutions,V_GL001,2024-01-02,2024-01-13,2024-01-30,2024-02-21,4263.8,852.76,-0.028457918724464168,-0.028457896270438685,False,True,False,False,False,True
694456375,IN256212,Sunny Solutions Ltd.,V_SU001,2024-09-19,2024-10-04,2024-10-22,,9365.83,1873.17,0.7423988687148926,0.7424019458269,False,False,False,False,False,True
757901228,IN392467,Purple Plumbers Limited_J,V_PU001,2024-05-27,2024-05-30,2024-07-10,,7808.1,1561.62,0.507044168037337,0.5070442133415011,False,False,False,False,True,True
173609811,IN490163,Eco Electronics,V_EC001,2024-02-23,2024-02-26,2024-03-28,,4445.46,889.09,-0.0010112271122561943,-0.0010127143696376894,False,False,False,True,False,True
667626770,IN488691,QuickFix Mechanics,V_QU001,2024-08-19,2024-08-23,2024-10-16,2024-11-13,5630.64,1126.13,0.17805554578742827,0.17805708793605632,True,False,False,False,False,True
850680593,IN225420,Velocity Ventures,V_VE001,2024-03-11,2024-03-15,2024-05-01,2024-05-25,7820.45,1564.09,0.5089101079328052,0.50891015331659,False,False,False,False,True,True
957311087,IN163993,Velocity Ventures,V_VE001,2024-04-18,2024-04-28,2024-05-29,2024-06-01,7758.44,1551.69,0.499541125510296,0.49954268137687263,False,False,False,False,True,True
727467051,IN639078,Sunny Solutions Ltd.,V_SU001,2024-01-09,2024-01-13,2024-01-30,2024-02-08,7483.45,1496.69,0.457993367465371,0.45799341067651334,True,False,False,False,False,True
629531401,IN332887,Global Tech Solutions,V_GL001,2023-12-29,2024-01-10,2024-02-14,2024-03-12,5563.74,1112.75,0.16794774181926395,0.167949283536587,False,True,False,False,False,True
642390559,IN768102,Artic Apples Co.,V_AR001,2024-12-03,2024-12-10,2025-01-13,2025-02-08,296.57,59.31,-0.6278597593316421,-0.6278627842195311,False,False,True,False,False,True
150815829,IN482842,Velocity Ventures,V_VE001,2023-12-10,2023-12-25,2024-01-27,2024-02-07,6499.31,1299.86,0.30930137647539874,0.30929990245920924,False,False,False,False,True,True
661378915,IN675213,Artic Apples Co.,V_AR001,2024-04-21,2024-04-21,2024-06-18,2024-06-21,887.76,177.55,-0.5385378964327031,-0.5385394066266133,False,False,True,False,False,True
199154000,IN498167,QuickFix Mechanics,V_QU001,2024-08-31,2024-09-15,2024-10-19,2024-11-07,-7498.12,-1499.62,-1.8055458357533174,-1.805542867363369,True,False,False,False,False,False
301427855,IN559365,Sunny Solutions Ltd.,V_SU001,2024-08-27,2024-09-11,2024-10-03,2024-10-13,6684.52,1336.9,0.3372844313773972,0.3372814476726877,False,False,False,False,False,True
602143023,IN269624,Global Tech Solutions,V_GL001,2024-10-23,2024-11-02,2024-11-13,,5952.58,1190.52,0.2266968972001456,0.22669995230689502,False,True,False,False,False,True
337770193,IN287079,QuickFix Mechanics,V_QU001,2024-02-22,2024-03-01,2024-04-17,2024-04-30,1661.38,332.28,-0.42165300396855937,-0.4216499765272206,True,False,False,False,False,True
731834712,IN738896,Blue Banana Inc.,V_BL001,2023-12-08,2023-12-18,2024-01-10,,6276.19,1255.24,0.27559056599144044,0.27559211230193603,False,False,False,False,True,True
748545818,IN396328,Blue Banana Inc.,V_BL001,2024-04-15,2024-04-17,2024-05-15,2024-05-31,4139.81,827.96,-0.04719135092196314,-0.047192840149873384,False,False,False,False,False,True
639616505,IN101961,Velocity Ventures_G,V_VE001,2024-11-24,2024-12-03,2025-01-05,,2897.68,579.54,-0.23486259969589207,-0.23485956428411445,False,False,False,False,True,True
978576233,IN611205,Purple Plumbers Limited,V_PU001,2024-10-31,2024-11-01,2024-12-13,2024-12-29,4564.9,912.98,0.017034753544807067,0.017034777940027456,False,False,False,False,True,True
891780692,IN943192,QuickFix Mechanics,V_QU001,2024-11-28,2024-12-10,2024-12-22,2025-01-04,8018.46,1603.69,0.5388270924430624,0.5388256282208487,True,False,False,False,False,True
845772425,IN717720,Velocity Ventures,V_VE001,2024-07-22,2024-07-22,2024-08-27,2024-09-08,927.17,185.43,-0.5325835084747755,-0.5325865292971799,False,False,False,False,True,True
924992793,IN526668,Purple Plumbers Limited,V_PU001,2024-10-31,2024-11-12,2024-12-13,,9111.78,1822.36,0.7040148986384783,0.7040179741126226,False,False,False,False,True,True
440866507,IN543066,QuickFix Mechanics,V_QU001,2024-04-16,2024-04-17,2024-05-02,2024-05-21,8354.6,1670.92,0.5896138970149417,0.589613945842397,True,False,False,False,False,True
168350495,IN133789,Global Tech Solutions,V_GL001,2024-02-14,2024-02-15,2024-03-17,2024-03-21,6305.39,1261.08,0.28000234291028053,0.28000388940902865,False,True,False,False,False,True
850651423,IN463153,Sunny Solutions Ltd.,V_SU001,2024-10-06,2024-10-20,2024-11-16,2024-11-28,9648.0,1929.6,0.7850314403994502,0.7850314975654685,False,False,False,False,False,True
546949307,IN244238,Purple Plumbers Limited,V_PU001,2024-07-12,2024-07-20,2024-09-07,2024-09-19,5586.04,1117.21,0.17131700980865205,0.17131855166974344,False,False,False,False,True,True
926031096,IN105407,QuickFix Mechanics,V_QU001,2024-06-22,2024-06-27,2024-08-11,2024-09-03,913.14,182.63,-0.5347032766313278,-0.5347017648964709,True,False,False,False,False,True
414667084,IN895154,Global Tech Solutions_S,V_GL001,2024-08-19,2024-08-30,2024-09-26,2024-10-13,-9869.56,-1973.91,-2.163842556863383,-2.163841114644704,False,True,False,False,False,False
387485509,IN174148,Global Tech Solutions,V_GL001,2024-08-16,2024-08-21,2024-10-04,2024-10-15,4056.87,811.37,-0.059722610430476546,-0.059725611075672695,False,True,False,False,False,True
822400227,IN187949,Artic Apples Co.,V_AR001,2024-01-12,2024-01-26,2024-02-28,2024-03-03,6079.66,1215.93,0.24589719209213828,0.2458957153704611,False,False,True,False,False,True
411122191,IN769502,Eco Electronics,V_EC001,2024-09-10,2024-09-25,2024-10-15,,1824.07,364.81,-0.39707245647109096,-0.39707547151117173,False,False,False,True,False,True
916128821,IN804462,Artic Apples Co.,V_AR001,2024-04-16,2024-04-29,2024-05-23,2024-05-25,6076.78,1215.36,0.24546205793028006,0.24546511383774813,False,False,True,False,False,True
700094148,IN709963,Blue Banana Inc.,V_BL001,2024-04-27,2024-05-02,2024-05-31,2024-06-11,9091.65,1818.33,0.7009734921529902,0.7009735457322144,False,False,False,False,True,True
445772923,IN892049,Velocity Ventures,V_VE001,2024-02-19,2024-02-25,2024-04-07,2024-04-28,-2782.31,-556.46,-1.0930423524781516,-1.093040864567899,False,False,False,False,True,False
107525485,IN657043,Sunny Solutions Ltd.,V_SU001,2024-10-18,2024-10-18,2024-11-21,,3866.64,773.33,-0.08846412835071395,-0.08846259757461208,False,False,False,False,False,True
800729156,IN863763,Eco Electronics,V_EC001,2023-12-06,2023-12-06,2023-12-25,2024-01-18,7336.92,1467.38,0.43585440609832915,0.4358514265996492,False,False,False,True,False,True
990399719,IN582893,Velocity Ventures,V_VE001,2024-07-24,2024-08-07,2024-08-29,2024-08-29,9812.81,1962.56,0.8099322949882863,0.8099308423342657,False,False,False,False,True,True
139855364,IN474464,Sunny Solutions Ltd.,V_SU001,2024-10-27,2024-11-05,2024-12-12,,4683.88,936.78,0.03501123360657366,0.03501428053400108,False,False,False,False,False,True
949118927,IN528058,Blue Banana Inc._X,V_BL001,2024-04-14,2024-04-21,2024-06-12,2024-06-20,8503.37,1700.67,0.6120912960634289,0.612088324084864,False,False,False,False,True,True
497184010,IN978853,Sunny Solutions Ltd.,V_SU001,2024-03-05,2024-03-15,2024-04-29,2024-05-11,3224.18,644.84,-0.18553228586023254,-0.185529248343506,False,False,False,False,False,True
843251742,IN357722,Velocity Ventures,V_VE001,2024-06-15,2024-06-24,2024-07-07,2024-07-29,7284.05,1456.81,0.42786637028671715,0.42786641221232546,False,False,False,False,True,True
516573336,IN578787,Sunny Solutions Ltd.,V_SU001,2024-06-04,2024-06-16,2024-07-12,2024-07-30,4985.56,997.11,0.08059153706121924,0.08059005328586795,False,False,False,False,False,True
692744820,IN231612,Eco Electronics,V_EC001,2024-06-06,2024-06-07,2024-07-04,,4270.48,854.1,-0.02744864921015429,-0.027445604947920817,False,False,False,True,False,True
925790833,IN993974,Artic Apples Co.,V_AR001,2024-03-19,2024-04-02,2024-04-04,2024-05-01,3307.41,661.48,-0.17295721075903212,-0.17295870535343366,False,False,True,False,False,True
967844670,IN173985,Global Tech Solutions,V_GL001,2024-01-24,2024-01-24,2024-02-19,2024-03-12,8280.0,1656.0,0.5783427135168093,0.5783427618633177,False,True,False,False,False,True
898623455,IN288567,Sunny Solutions Ltd.,V_SU001,2024-04-06,2024-04-21,2024-05-08,2024-05-17,5758.04,1151.61,0.19730418891962737,0.19730573188960443,False,False,False,False,False,True
562242788,IN455009,QuickFix Mechanics,V_QU001,2024-09-25,2024-10-04,2024-11-23,2024-12-12,-1696.98,-339.4,-0.929061741405391,-0.9290647791457174,True,False,False,False,False,False
803461912,IN499931,Purple Plumbers Limited,V_PU001,2024-11-25,2024-11-25,2025-01-09,2025-01-20,4748.92,949.78,0.04483801342853781,0.04483501724499509,False,False,False,False,True,True
750162065,IN264527,Blue Banana Inc.,V_BL001,2024-11-25,2024-11-27,2024-12-16,2024-12-17,3495.71,699.14,-0.14450729316253993,-0.1445087865429695,False,False,False,False,True,True
920432364,IN267817,Purple Plumbers Limited,V_PU001,2024-04-15,2024-04-27,2024-06-01,2024-06-17,1861.93,372.39,-0.3913522553016634,-0.39134922656737675,False,False,False,False,True,True
634411819,IN333440,QuickFix Mechanics,V_QU001,2024-10-02,2024-10-17,2024-10-18,2024-10-26,6102.53,1220.51,0.24935258038439412,0.24935563645787276,True,False,False,False,False,True
780611078,IN379058,Eco Electronics,V_EC001,2024-10-05,2024-10-18,2024-11-20,2024-12-12,9561.42,1912.28,0.7719502196585883,0.7719472545012828,False,False,False,True,False,True
143527873,IN652070,Sunny Solutions Ltd.,V_SU001,2024-09-23,2024-09-30,2024-10-14,2024-11-06,7532.33,1506.47,0.4653785611569087,0.46538162644832265,False,False,False,False,False,True
809201955,IN256855,Global Tech Solutions,V_GL001,2023-12-31,2024-01-07,2024-02-17,2024-02-28,2860.33,572.07,-0.2405057458574905,-0.24050271068650864,False,True,False,False,False,True
216267274,IN485891,Purple Plumbers Limited,V_PU001,2024-04-10,2024-04-25,2024-04-30,2024-05-16,7869.74,1573.95,0.5163572478071073,0.5163588043912363,False,False,False,False,True,True
927876012,IN634315,Sunny Solutions Ltd.,V_SU001,2024-10-11,2024-10-12,2024-11-09,2024-12-02,9897.02,1979.4,0.8226554365751193,0.8226524735814303,False,False,False,False,False,True
341372486,IN645568,Sunny Solutions Ltd.,V_SU001,2024-09-29,2024-10-14,2024-10-20,2024-10-20,7954.7,1590.94,0.529193705581924,0.52919375183122,False,False,False,False,False,True
623519628,IN385423,Blue Banana Inc.,V_BL001,2024-04-06,2024-04-06,2024-05-02,2024-05-02,6837.17,1367.43,0.3603480528383878,0.3603450701178144,False,False,False,False,True,True
947777795,IN719644,Global Tech Solutions,V_GL001,2023-12-07,2023-12-08,2024-01-14,2024-01-26,1048.67,209.73,-0.5142262860213831,-0.5142293060604757,False,True,False,False,False,True
616899367,IN530312,Blue Banana Inc.,V_BL001,2024-07-21,2024-07-31,2024-08-22,2024-09-04,7289.29,1457.86,0.428658072720098,0.42865962556205955,False,False,False,False,True,True
512907001,IN407898,Purple Plumbers Limited,V_PU001,2024-12-01,2024-12-01,2025-01-30,2025-02-15,2297.58,459.52,-0.32553065890807975,-0.325527627365153,False,False,False,False,True,True
179849085,IN112841,Velocity Ventures,V_VE001,2024-06-26,2024-07-05,2024-07-23,2024-08-12,4139.59,827.92,-0.047224590337105125,-0.047223057801291886,False,False,False,False,True,True
265439909,IN392224,Eco Electronics,V_EC001,2024-01-02,2024-01-10,2024-01-24,2024-01-30,913.34,182.67,-0.5346730589811988,-0.5346715472450525,False,False,False,True,False,True
825200196,IN374170,Sunny Solutions Ltd.,V_SU001,2024-04-04,2024-04-11,2024-04-21,2024-04-28,3581.94,716.39,-0.13147895330940387,-0.13147742436876592,False,False,False,False,False,True
150978342,IN869987,Blue Banana Inc.,V_BL001,2024-07-01,2024-07-08,2024-07-17,2024-07-22,6680.12,1336.02,0.3366196430745583,0.3366166593414819,False,False,False,False,True,True
748103488,IN883939,QuickFix Mechanics,V_QU001,2024-01-29,2024-02-02,2024-03-25,2024-04-04,9594.82,1918.96,0.7769965672301381,0.7769936022881627,True,False,False,False,False,True
128781368,IN549645,QuickFix Mechanics,V_QU001,2024-09-11,2024-09-13,2024-10-06,2024-10-08,3682.17,736.43,-0.11633537794723495,-0.11633838100812592,True,False,False,False,False,True
509221178,IN864645,Sunny Solutions Ltd.,V_SU001,2024-10-06,2024-10-09,2024-11-11,2024-12-09,9467.98,1893.6,0.7578325335183003,0.7578356112888698,False,False,False,False,False,True
502056629,IN458278,Eco Electronics,V_EC001,2024-09-21,2024-09-28,2024-11-15,,-7555.46,-1511.09,-1.8142092360453135,-1.8142077789076079,False,False,False,True,False,False
388671978,IN922695,QuickFix Mechanics,V_QU001,2023-12-28,2024-01-10,2024-02-24,2024-03-19,-1428.94,-285.79,-0.8885640467024503,-0.888565571832149,True,False,False,False,False,False
815361675,IN780285,Purple Plumbers Limited,V_PU001,2024-12-04,2024-12-17,2024-12-26,,-9730.33,-1946.07,-2.142806539726051,-2.1428096292574677,False,False,False,False,True,False
234606207,IN733160,Velocity Ventures,V_VE001,2023-12-17,2023-12-25,2024-01-28,,9687.36,1937.47,0.7909782739448455,0.7909768204820473,False,False,False,False,True,True
279481824,IN503975,Purple Plumbers Limite,V_PU001,2024-03-24,2024-04-01,2024-04-22,,5882.45,1176.49,0.21610107818239735,0.21610111107187613,False,False,False,False,True,True
597079901,IN609808,Artic Apples Co.,V_AR001,2024-04-13,2024-04-23,2024-05-22,2024-06-12,-3200.34,-640.07,-1.156201773895367,-1.1562033104452998,False,False,True,False,False,False
357220831,IN423990,Artic Apples Co.,V_AR001,2024-10-19,2024-10-31,2024-10-18,2024-12-21,4268.4,853.68,-0.027762912771496305,-0.027762890287814524,False,False,True,False,False,True
545814319,IN202189,QuickFix Mechanics,V_QU001,2023-12-09,2023-12-18,2024-01-08,2024-01-13,3931.24,786.25,-0.0787038273590337,-0.07870229616645498,True,False,False,False,False,True
644202429,IN295575,Global Tech Solutions,V_GL001,2024-04-22,2024-05-06,2024-06-03,,629.64,125.93,-0.5775367956892435,-0.577535285782114,False,True,False,False,False,True
544783676,IN431224,Blue Banana Inc.,V_BL001,2023-12-20,2023-12-25,2024-01-12,2024-01-18,3776.65,755.33,-0.10206056002627595,-0.10206054071291148,False,False,False,False,True,True
324475632,IN501409,Blue Banana Inc.,V_BL001,2024-07-02,2024-07-06,2024-08-11,2024-08-17,6021.64,1204.33,0.23713105178970353,0.23713259645911247,False,False,False,False,True,True
576189750,IN946720,Artic Apples Co.,V_AR001,2024-06-14,2024-06-22,2024-08-07,2024-08-12,4412.63,882.53,-0.005971454380938273,-0.005968409202262406,False,False,True,False,False,True
797310607,IN809348,Purple Plumbers Limited,V_PU001,2024-03-29,2024-04-02,2024-04-20,2024-05-01,-3801.06,-760.21,-1.2469635078229546,-1.2469620264805938,False,False,False,False,True,False
574544663,IN230958,Sunny Solutions Ltd.,V_SU001,2024-06-11,2024-06-24,2024-07-02,2024-07-22,7257.02,1451.4,0.4237824548717773,0.4237794748579812,False,False,False,False,False,True
987920374,IN829985,Purple Plumbers Limited,V_PU001,2024-03-11,2024-03-25,2024-04-17,2024-04-28,238.02,47.6,-0.6367059764069187,-0.6367090016722803,False,False,False,False,True,True
614852380,IN469386,QuickFix Mechanics,V_QU001,2024-05-16,2024-05-21,2024-07-03,2024-07-29,5191.91,1038.38,0.11176859758185727,0.11176711513684671,True,False,False,False,False,True
139025448,IN635142,Sunny Solutions Ltd.,V_SU001,2024-09-23,2024-09-27,2024-11-12,2024-12-03,2477.38,495.48,-0.29836499144207185,-0.2983619587399726,False,False,False,False,False,True
587720780,IN425164,Eco Electronics,V_EC001,2024-04-03,2024-04-16,2024-05-20,2024-06-15,3965.51,793.1,-0.07352603300942245,-0.07352752336104658,False,False,False,True,False,True
967514153,IN870810,Blue Banana Inc.,V_BL001,2024-08-18,2024-08-18,2024-09-04,2024-09-16,9160.21,1832.04,0.7113321026172253,0.7113306457558858,False,False,False,False,True,True
593014974,IN987787,QuickFix Mechanics,V_QU001,2024-11-03,2024-11-17,2024-11-30,2024-12-19,1438.43,287.69,-0.45533812944990787,-0.45533510344593003,True,False,False,False,False,True
533671039,IN452544,Eco Electronics,V_EC001,2023-12-07,2023-12-21,2024-01-29,2024-02-03,8457.49,1691.5,0.6051593671238268,0.605160927497186,False,False,False,True,False,True
288991997,IN638247,Global Tech Solutions,V_GL001,2024-09-03,2024-09-09,2024-10-13,2024-10-13,9360.36,1872.07,0.7415724159838634,0.7415709604128927,False,True,False,False,False,True
670823713,IN452819,Velocity Ventures,V_VE001,2024-09-30,2024-10-08,2024-10-22,2024-11-12,5827.77,1165.55,0.2078395726371176,0.20783658340893188,False,False,False,False,True,True
481073561,IN725335,QuickFix Mechanics,V_QU001,2024-04-19,2024-04-23,2024-05-08,2024-06-07,4965.92,993.18,0.07762416381854736,0.07762116903400586,True,False,False,False,False,True
761642213,IN390050,QuickFix Mechanics,V_QU001,2024-02-02,2024-02-14,2024-02-20,2024-03-06,6278.31,1255.66,0.27591087308280837,0.27590939764182976,True,False,False,False,False,True
814370904,IN862164,Eco Electronics,V_EC001,2024-04-18,2024-04-20,2024-05-23,,3437.25,687.45,-0.15333991229525865,-0.15333989517000945,False,False,False,True,False,True
539661159,IN988744,Velocity Ventures,V_VE001,2024-10-31,2024-11-10,2024-12-26,2025-01-15,8581.98,1716.4,0.6239683434466483,0.6239714155051669,False,False,False,False,True,True
616503093,IN666113,Eco Electronics,V_EC001,2024-11-11,2024-11-14,2025-01-08,2025-01-12,-5901.44,-1180.29,-1.564306247713131,-1.5643078016770833,False,False,False,True,False,False
908123834,IN299262,QuickFix Mechanics,V_QU001,2024-05-12,2024-05-23,2024-06-06,,9292.37,1858.47,0.7312999258224959,0.7312969589306222,True,False,False,False,False,True
427582815,IN950977,QuickFix Mechanics_S,V_QU001,2023-12-30,2024-01-06,2024-02-18,2024-02-25,6241.76,1248.35,0.2703885975217261,0.2703871218451091,True,False,False,False,False,True
240154262,IN513822,Global Tech Solutions,V_GL001,2024-04-10,2024-04-10,2024-05-11,,6116.71,1223.34,0.25149501177854316,0.25149353529572754,False,True,False,False,False,True
712178647,IN447365,Sunny Solutions Ltd.,V_SU001,2024-01-09,2024-01-09,2024-02-01,2024-02-29,6418.18,1283.64,0.29704358670055325,0.2970466448090307,False,False,False,False,False,True
679747703,IN494113,Global Tech Solutions,V_GL001,2024-01-09,2024-01-24,2024-02-14,2024-02-18,-2017.51,-403.5,-0.9774900583846987,-0.9774885655437726,False,True,False,False,False,False
205059824,IN875791,Blue Banana Inc.,V_BL001,2024-06-26,2024-06-29,2024-08-12,2024-09-08,8701.34,1740.27,0.6420022370436601,0.6420037989891227,False,False,False,False,True,True
454042040,IN706350,Artic Apples Co.,V_AR001,2024-01-08,2024-01-12,2024-03-08,2024-03-27,5891.59,1178.32,0.21748202479329456,0.21748356862426985,False,False,True,False,False,True
926537067,IN896866,Velocity Ventures,V_VE001,2024-05-06,2024-05-08,2024-05-25,,-6379.91,-1275.98,-1.6365974429993422,-1.636595978282854,False,False,False,False,True,False
963520523,IN229964,Blue Banana Inc.,V_BL001,2024-10-07,2024-10-10,2024-11-04,2024-11-24,-4298.09,-859.62,-1.322058901041141,-1.3220604446682795,False,False,False,False,True,False
833262490,IN350655,Sunny Solutions Ltd.,V_SU001,2024-07-30,2024-07-30,2024-08-14,,5408.62,1081.72,0.14451093237917972,0.14450794044872978,False,False,False,False,False,True
603856109,IN311915,Global Tech Solutions,V_GL001,2024-11-23,2024-12-04,2025-01-13,2025-01-24,2427.9,485.58,-0.3058408380839966,-0.30584082746603736,False,True,False,False,False,True
412246664,IN389283,QuickFix Mechanic,V_QU001,2024-10-17,2024-10-21,2024-11-13,2024-12-13,3977.51,795.5,-0.07171297400167999,-0.07171446427594001,True,False,False,False,False,True
645611875,IN426111,Sunny Solutions Ltd.,V_SU001,2024-01-08,2024-01-10,2024-01-06,2024-03-11,2339.66,467.93,-0.31917286532092953,-0.31917436615442535,False,False,False,False,False,True
750398371,IN296938,Purple Plumbers Limited,V_PU001,2024-09-25,2024-09-29,2024-10-20,2024-10-29,9509.88,1901.98,0.7641631312203343,0.7641662092610336,False,False,False,False,True,True
715913471,IN786894,Blue Banana Inc.,V_BL001,2024-05-05,2024-05-05,2024-05-28,2024-05-29,3197.53,639.51,-0.1895587877399272,-0.18955575039501357,False,False,False,False,True,True
454083915,IN325970,Velocity Ventures,V_VE001,2024-05-09,2024-05-12,2024-06-26,2024-06-27,-31267.31906052336,-6253.46,-5.396792541045449,-5.396789867839661,False,False,False,False,True,False
404376427,IN838546,Sunny Solutions Ltd.,V_SU001,2024-03-04,2024-03-06,2024-03-24,2024-04-17,1866.25,373.25,-0.3906995540588762,-0.3906995470618802,False,False,False,False,False,True
864130889,IN287970,Eco Electronics,V_EC001,2024-02-17,2024-02-21,2024-04-12,,2045.42,409.08,-0.3636290721907747,-0.3636320858038098,False,False,False,True,False,True
311658173,IN986435,Artic Apples Co.,V_AR001,2024-11-08,2024-11-15,2024-11-26,,8164.71,1632.94,0.5609237490999236,0.5609222858205852,False,False,True,False,False,True
727874666,IN408437,QuickFix Mechanics,V_QU001,2024-10-16,2024-10-30,2024-11-11,2024-12-10,2591.62,518.32,-0.2811046696883636,-0.2811076797800416,True,False,False,False,False,True
401100409,IN384800,Global Tech Solutions,V_GL001,2024-06-13,2024-06-23,2024-07-15,2024-07-23,981.2,196.24,-0.5244202102924151,-0.5244202090013457,False,False,False,True,False,True
473662182,IN280090,Velocity Ventures,V_VE001,2024-02-04,2024-02-04,2024-03-14,2024-03-31,8963.32,1792.66,0.6815843369476909,0.6815813679344287,False,False,False,False,True,True
623204899,IN308697,Global Tech Solutions,V_GL001,2024-06-23,2024-06-29,2024-06-17,2024-07-21,6588.37,1317.67,0.3227572960778607,0.3227543117532712,False,True,False,False,False,True
709264425,IN773279,Blue Banana Inc._J,V_BL001,2023-12-24,2023-12-24,2024-01-20,2024-02-03,4436.89,887.38,-0.0023060534202855596,-0.00230451896777616,False,False,False,False,True,True
121884668,IN224156,QuickFix Mechanics,V_QU001,2024-06-10,2024-06-16,2024-06-30,2024-07-26,8597.04,1719.41,0.6262437325013653,0.6262452937744046,True,False,False,False,False,True
691853573,IN658066,QuickFix Mechanics,V_QU001,2024-02-06,2024-02-18,2024-03-21,2024-03-26,-6376.08,-1275.22,-1.636018774999371,-1.6360218429059035,True,False,False,False,False,False
294850761,IN367737,Blue Banana Inc.,V_BL001,2024-02-08,2024-02-14,2024-03-31,2024-04-18,8468.78,1693.76,0.6068651534736113,0.6068682248023279,False,False,False,False,True,True
830808433,IN161792,QuickFix Mechanics,V_QU001,2024-08-22,2024-08-23,2024-09-14,2024-09-25,8114.82,1622.96,0.5533859562752342,0.5533829817916837,True,False,False,False,False,True
958682951,IN943565,Velocity Ventures,V_VE001,2023-12-14,2023-12-27,2024-01-04,2024-01-29,5106.25,1021.25,0.09882637803158902,0.09882640591689837,False,False,False,False,True,True
355380604,IN328197,Blue Banana Inc.,V_BL001,2024-08-13,2024-08-21,2024-08-29,2024-09-27,3064.53,612.91,-0.20965352507573953,-0.20965048858827828,False,False,False,False,True,True
149636483,IN824976,Velocity Ventures,V_VE001,2024-03-28,2024-04-07,2024-04-24,2024-05-03,8830.54,1766.11,0.6615228390270208,0.6615244018054369,False,False,False,False,True,True
924744035,IN514884,Artic Apples Co.,V_AR001,2024-07-15,2024-07-22,2024-08-05,2024-08-16,8011.44,1602.29,0.537766452923533,0.5377680104212031,False,False,True,False,False,True
