Internal Reference,Payment Date,Invoice Number,Posting Date,Supplier Name,Supplier Reference,Gross Amount,Invoice Date,Currency Code,VAT Amount,Due Date,Debit/Credit,Is Anomaly
10073870,2023-09-12,IN19283,2023-09-07,Blue Builders Inc.,V_BLUE001,4979.6,2023-09-03,EUR,718.6,2023-10-03,,False
10011626,2022-12-21,IN73822,2022-12-15,Green Grocers Co.,V_GREEN001,4229.58,2022-12-14,EUR,642.91,2023-01-13,Dr,False
10058517,2023-10-02,IN86368,2023-09-30,Blue Builders Inc.,V_BLUE001,3200.45,2023-09-26,GBP,152.58,2023-10-26,Dr,False
10062098,2023-11-24,IN25251,2023-11-19,Green Grocers Co.,V_GREEN001,23213.61,2023-11-17,EUR,2664.58,2023-12-17,Cr,True
10084420,2022-10-07,IN38906,2022-10-06,Red Roofing Solutions,V_RED001,2737.82,2022-10-05,CAD,399.5,2022-11-04,,False
10047089,2023-11-26,IN62137,2023-11-21,Orange Office Supplies,V_ORANGE001,4519.85,2023-11-18,CAD,139.24,2023-12-18,,False
10099818,2022-04-11,IN16548,2022-04-04,Green Grocers Co.,V_GREEN001,22707.31,2022-04-02,EUR,2379.58,2022-05-02,,True
10078450,2022-04-17,IN31352,2022-04-10,Blue Builders Inc.,V_BLUE001,20902.46,2022-04-06,EUR,2535.52,2022-05-06,Dr,True
10026709,2022-08-26,IN91258,2022-08-19,Yellow Yard Services,V_YELLOW001,4370.01,2022-08-17,USD,456.19,2022-09-16,Dr,False
10064237,2022-12-09,IN61571,2022-12-02,Orange Office Supplies,V_ORANGE001,15903.68,2022-12-01,GBP,2307.85,2022-12-31,Dr,True
10036639,2023-04-28,IN27205,2023-04-26,Yellow Yard Services,V_YELLOW001,5594.3,2023-04-23,EUR,228.75,2023-05-23,,False
10067091,2023-12-18,IN31949,2023-12-17,Yellow Yard Services,V_YELLOW001,13246.39,2023-12-15,USD,1681.38,2024-01-14,Dr,True
10096444,2023-11-20,IN71602,2023-11-19,Orange Office Supplies,V_ORANGE001,3382.91,2023-11-18,EUR,404.5,2023-12-18,,False
10057291,2022-04-25,IN15594,2022-04-22,Yellow Yard Services,V_YELLOW001,7514.59,2022-04-21,CAD,358.17,2022-05-21,,False
10093694,2022-06-12,IN24728,2022-06-08,Red Roofing Solutions,V_RED001,4746.52,2022-06-07,GBP,615.3,2022-07-07,Cr,False
10017377,2022-04-18,IN88572,2022-04-15,Blue Builders Inc.,V_BLUE001,4942.39,2022-04-14,CAD,729.72,2022-05-14,,False
10015600,2023-07-20,IN50764,2023-07-19,Yellow Yard Services,V_YELLOW001,19295.51,2023-07-17,CAD,2436.08,2023-08-16,Cr,True
10028610,2022-06-24,IN11079,2022-06-22,Red Roofing Solutions,V_RED001,5478.74,2022-06-20,GBP,519.65,2022-07-20,Dr,False
10044775,2023-07-28,IN68144,2023-07-19,Orange Office Supplies,V_ORANGE001,3224.34,2023-07-17,GBP,688.5,2023-08-16,,False
10099242,2022-05-08,IN32884,2022-05-05,Red Roofing Solutions,V_RED001,2531.61,2022-05-03,CAD,725.83,2022-06-02,,False
10068760,2023-01-30,IN40337,2023-01-23,Blue Builders Inc.,V_BLUE001,5712.24,2023-01-21,USD,103.47,2023-02-20,Dr,False
10029768,2023-02-04,IN36145,2023-02-02,Purple Plumbers Limited,V_PURPLE001,5060.92,2023-01-31,GBP,714.89,2023-03-02,,False
10019032,2023-11-07,IN88413,2023-10-30,Red Roofing Solutions,V_RED001,3670.52,2023-10-26,CAD,777.68,2023-11-25,,False
10022356,,IN12187,2023-12-19,Purple Plumbers Limited,V_PURPLE001,6185.56,2023-12-15,CAD,551.01,2024-01-14,Dr,False
10033959,,IN76203,2022-09-20,Orange Office Supplies,V_ORANGE001,21834.55,2022-09-16,USD,2104.75,2022-10-16,,True
10090960,,IN58821,2023-03-15,Blue Builders Inc.,V_BLUE001,4211.92,2023-03-11,USD,654.48,2023-04-10,,False
10045398,2022-02-21,IN45929,2022-02-15,Blue Builders Inc.,V_BLUE001,5371.72,2022-02-12,EUR,692.47,2022-03-14,,False
10040866,2022-02-21,IN31988,2022-02-18,Blue Builders Inc.,V_BLUE001,2756.69,2022-02-15,GBP,498.16,2022-03-17,Cr,False
10077381,,IN56710,2023-04-07,Yellow Yard Services,V_YELLOW001,5685.99,2023-04-03,GBP,814.73,2023-05-03,,False
10070011,,IN48635,2022-07-07,Yellow Yard Services,V_YELLOW001,4214.68,2022-07-03,CAD,494.4,2022-08-02,Cr,False
10060624,2023-04-11,IN19628,2023-04-04,Green Grocers Co.,V_GREEN001,4452.08,2023-03-31,EUR,858.2,2023-04-30,,False
10095395,2023-01-17,IN21345,2023-01-12,Blue Builders Inc.,V_BLUE001,4335.42,2023-01-11,USD,683.07,2023-02-10,Dr,False
10091426,2022-05-21,IN28807,2022-05-19,Green Grocers Co.,V_GREEN001,4827.02,2022-05-16,CAD,621.48,2022-06-15,Dr,False
10098593,,IN65184,2023-07-25,Purple Plumbers Limited,V_PURPLE001,2486.09,2023-07-22,EUR,516.26,2023-08-21,Dr,False
10098177,,IN82902,2023-11-02,Orange Office Supplies,V_ORANGE001,4775.09,2023-10-29,USD,285.03,2023-11-28,,False
10043367,2022-02-26,IN31199,2022-02-23,Green Grocers Co.,V_GREEN001,6516.05,2022-02-21,USD,612.36,2022-03-23,Cr,False
10049384,,IN57254,2022-06-01,Green Grocers Co.,V_GREEN001,22140.06,2022-05-28,GBP,765.15,2022-06-27,Dr,True
10018837,,IN74210,2022-12-26,Green Grocers Co.,V_GREEN001,6146.72,2022-12-22,CAD,352.93,2023-01-21,Dr,False
10092542,2022-08-06,IN95761,2022-08-01,Red Roofing Solutions,V_RED001,5993.18,2022-07-28,USD,210.69,2022-08-27,Cr,False
10021182,,IN72013,2023-05-22,Green Grocers Co.,V_GREEN001,7931.45,2023-05-19,CAD,686.7,2023-06-18,Dr,False
10096803,2023-09-04,IN82742,2023-08-26,Blue Builders Inc.,V_BLUE001,3500.15,2023-08-24,CAD,464.42,2023-09-23,,False
10026999,,IN71845,2022-07-03,Purple Plumbers Limited,V_PURPLE001,7412.58,2022-07-01,EUR,553.25,2022-07-31,,False
10085916,,IN83319,2023-07-06,Blue Builders Inc.,V_BLUE001,15545.78,2023-07-04,EUR,837.64,2023-08-03,,True
10090719,2023-07-05,IN81774,2023-07-02,Yellow Yard Services,V_YELLOW001,9662.79,2023-06-30,GBP,1955.44,2023-07-30,Dr,True
10020976,2023-11-02,IN80404,2023-10-24,Orange Office Supplies,V_ORANGE001,5507.49,2023-10-22,USD,428.44,2023-11-21,,False
10091253,2022-03-29,IN56092,2022-03-27,Yellow Yard Services,V_YELLOW001,5585.92,2022-03-24,CAD,618.94,2022-04-23,Cr,False
10041881,,IN92594,2023-08-11,Yellow Yard Services,V_YELLOW001,5437.6,2023-08-09,USD,472.52,2023-09-08,Cr,False
10054535,2023-08-24,IN26103,2023-08-15,Green Grocers Co.,V_GREEN001,6470.14,2023-08-14,GBP,553.38,2023-09-13,Dr,False
10027374,2023-07-29,IN86674,2023-07-28,Yellow Yard Services,V_YELLOW001,3152.8,2023-07-25,USD,696.12,2023-08-24,,False
10016533,2022-04-08,IN96597,2022-04-01,Blue Builders Inc.,V_BLUE001,5893.68,2022-03-31,CAD,347.39,2022-04-30,,False
10063384,2022-11-26,IN15793,2022-11-25,Orange Office Supplies,V_ORANGE001,3712.33,2022-11-21,CAD,668.84,2022-12-21,,False
10033776,2023-09-23,IN40080,2023-09-16,Red Roofing Solutions,V_RED001,24813.21,2023-09-12,USD,1895.15,2023-10-12,Dr,True
10065677,2022-02-19,IN59841,2022-02-14,Yellow Yard Services,V_YELLOW001,11717.84,2022-02-12,USD,2628.22,2022-03-14,Cr,True
10013255,2023-12-27,IN67433,2023-12-23,Blue Builders Inc.,V_BLUE001,4731.28,2023-12-22,EUR,309.8,2024-01-21,Dr,False
10075129,2022-05-31,IN18328,2022-05-22,Red Roofing Solutions,V_RED001,7310.66,2022-05-20,EUR,688.3,2022-06-19,,False
10033097,2022-10-02,IN74824,2022-09-30,Green Grocers Co.,V_GREEN001,7443.41,2022-09-27,EUR,258.82,2022-10-27,Cr,False
10017239,2022-07-09,IN16710,2022-06-30,Green Grocers Co.,V_GREEN001,5169.91,2022-06-27,USD,284.26,2022-07-27,Dr,False
10052863,2023-03-17,IN91837,2023-03-10,Yellow Yard Services,V_YELLOW001,2424.41,2023-03-09,CAD,504.85,2023-04-08,Cr,False
10012459,2023-07-29,IN38768,2023-07-25,Green Grocers Co.,V_GREEN001,5345.0,2023-07-21,GBP,254.41,2023-08-20,,False
10062389,2023-04-13,IN63014,2023-04-09,Yellow Yard Services,V_YELLOW001,3790.43,2023-04-08,GBP,511.35,2023-05-08,,False
10014763,2022-04-25,IN98657,2022-04-23,Purple Plumbers Limited,V_PURPLE001,3404.53,2022-04-22,USD,395.83,2022-05-22,,False
10061638,2022-12-28,IN18418,2022-12-22,Purple Plumbers Limited,V_PURPLE001,2418.24,2022-12-21,CAD,362.58,2023-01-20,,False
10039504,,IN47146,2022-08-22,Green Grocers Co.,V_GREEN001,5467.24,2022-08-20,EUR,367.15,2022-09-19,Dr,False
10094416,2023-05-19,IN65114,2023-05-17,Orange Office Supplies,V_ORANGE001,16589.83,2023-05-15,GBP,1412.76,2023-06-14,Dr,True
10068703,2022-08-08,IN91434,2022-07-30,Green Grocers Co.,V_GREEN001,5671.09,2022-07-29,CAD,424.81,2022-08-28,,False
10019491,2022-07-28,IN88648,2022-07-25,Yellow Yard Services,V_YELLOW001,4159.81,2022-07-24,GBP,462.51,2022-08-23,Dr,False
10070102,2022-03-11,IN60726,2022-03-09,Yellow Yard Services,V_YELLOW001,5026.18,2022-03-07,USD,298.38,2022-04-06,,False
10026651,2022-03-25,IN59044,2022-03-22,Red Roofing Solutions,V_RED001,5432.24,2022-03-21,EUR,574.3,2022-04-20,,False
10035954,2022-11-02,IN65021,2022-10-30,Purple Plumbers Limited,V_PURPLE001,6486.89,2022-10-26,CAD,655.76,2022-11-25,,False
10099022,2023-08-23,IN28743,2023-08-16,Blue Builders Inc.,V_BLUE001,20457.17,2023-08-12,USD,2657.2,2023-09-11,Dr,True
10048211,2022-06-30,IN92909,2022-06-26,Purple Plumbers Limited,V_PURPLE001,6216.06,2022-06-23,USD,580.28,2022-07-23,Cr,False
10045321,,IN11779,2022-07-20,Green Grocers Co.,V_GREEN001,4861.54,2022-07-17,GBP,733.45,2022-08-16,Cr,False
10057632,2022-09-17,IN24193,2022-09-13,Orange Office Supplies,V_ORANGE001,3456.64,2022-09-11,USD,470.51,2022-10-11,Dr,False
10067853,2023-09-18,IN77359,2023-09-17,Purple Plumbers Limited,V_PURPLE001,5733.39,2023-09-15,USD,431.55,2023-10-15,Dr,False
10021349,2023-10-19,IN70931,2023-10-15,Red Roofing Solutions,V_RED001,2877.54,2023-10-12,GBP,305.02,2023-11-11,,False
10037877,2023-08-13,IN68001,2023-08-10,Blue Builders Inc.,V_BLUE001,1615.8,2023-08-06,EUR,400.52,2023-09-05,,False
10089767,2023-11-26,IN36614,2023-11-25,Orange Office Supplies,V_ORANGE001,16990.16,2023-11-21,GBP,2380.13,2023-12-21,,True
10050600,2023-01-27,IN67775,2023-01-25,Red Roofing Solutions,V_RED001,17899.07,2023-01-24,USD,1859.11,2023-02-23,,True
10077847,2022-07-27,IN49993,2022-07-22,Yellow Yard Services,V_YELLOW001,3203.9,2022-07-18,EUR,378.6,2022-08-17,Cr,False
10063813,2022-02-03,IN35037,2022-01-27,Orange Office Supplies,V_ORANGE001,5870.11,2022-01-26,CAD,513.7,2022-02-25,,False
10085319,2023-09-15,IN55397,2023-09-10,Green Grocers Co.,V_GREEN001,3265.2,2023-09-07,EUR,590.88,2023-10-07,Dr,False
10010060,2023-04-29,IN84666,2023-04-28,Green Grocers Co.,V_GREEN001,18239.14,2023-04-27,CAD,2121.26,2023-05-27,,True
10047573,2023-08-16,IN10806,2023-08-11,Yellow Yard Services,V_YELLOW001,27752.5,2023-08-08,CAD,1500.82,2023-09-07,Dr,True
10045739,2023-12-25,IN44785,2023-12-18,Purple Plumbers Limited,V_PURPLE001,4705.22,2023-12-15,USD,642.38,2024-01-14,,False
10066117,2022-02-25,IN24141,2022-02-21,Green Grocers Co.,V_GREEN001,5685.45,2022-02-18,USD,696.94,2022-03-20,Dr,False
10036140,2022-01-27,IN11184,2022-01-20,Orange Office Supplies,V_ORANGE001,5598.04,2022-01-19,GBP,426.61,2022-02-18,Dr,False
10060225,,IN47952,2023-09-07,Green Grocers Co.,V_GREEN001,6738.61,2023-09-04,GBP,449.56,2023-10-04,Dr,False
10086534,2023-04-08,IN65106,2023-04-06,Blue Builders Inc.,V_BLUE001,14447.12,2023-04-03,CAD,2876.14,2023-05-03,Cr,True
10025701,2022-09-20,IN24859,2022-09-15,Yellow Yard Services,V_YELLOW001,4600.08,2022-09-14,CAD,353.02,2022-10-14,Dr,False
10051949,2022-06-06,IN12482,2022-05-30,Purple Plumbers Limited,V_PURPLE001,20549.26,2022-05-28,GBP,2564.82,2022-06-27,Dr,True
10064122,2023-06-20,IN39493,2023-06-16,Red Roofing Solutions,V_RED001,7248.55,2023-06-14,CAD,500.06,2023-07-14,Dr,False
10059477,,IN43071,2022-06-26,Yellow Yard Services,V_YELLOW001,8553.93,2022-06-23,CAD,709.32,2022-07-23,Dr,False
10092020,2022-10-03,IN14646,2022-09-27,Red Roofing Solutions,V_RED001,7404.85,2022-09-26,EUR,364.22,2022-10-26,,False
10030229,2023-09-23,IN62587,2023-09-20,Red Roofing Solutions,V_RED001,5031.64,2023-09-16,GBP,330.34,2023-10-16,,False
10034398,2023-05-12,IN71554,2023-05-03,Red Roofing Solutions,V_RED001,5997.39,2023-04-29,CAD,385.25,2023-05-29,,False
10084323,2022-05-05,IN11986,2022-05-04,Blue Builders Inc.,V_BLUE001,9444.66,2022-05-03,GBP,661.35,2022-06-02,Cr,False
10054328,2022-06-30,IN56202,2022-06-27,Red Roofing Solutions,V_RED001,7916.89,2022-06-25,USD,448.18,2022-07-25,Dr,False
10063394,2022-10-26,IN30079,2022-10-19,Orange Office Supplies,V_ORANGE001,11533.67,2022-10-15,USD,1549.73,2022-11-14,Dr,True
10059080,2022-02-08,IN12693,2022-02-06,Yellow Yard Services,V_YELLOW001,18939.19,2022-02-05,CAD,1786.57,2022-03-07,Cr,True
10029738,,IN20703,2022-10-13,Purple Plumbers Limited,V_PURPLE001,5700.01,2022-10-09,USD,728.15,2022-11-08,Cr,False
10034054,2022-06-12,IN39709,2022-06-04,Purple Plumbers Limited,V_PURPLE001,6021.78,2022-06-03,EUR,575.3,2022-07-03,Dr,False
10018335,,IN96900,2022-03-18,Green Grocers Co.,V_GREEN001,21620.83,2022-03-17,USD,1934.93,2022-04-16,Dr,True
10026779,,IN73932,2022-03-07,Purple Plumbers Limited,V_PURPLE001,17384.06,2022-03-03,USD,2474.57,2022-04-02,,True
10017674,2022-09-25,IN60516,2022-09-23,Blue Builders Inc.,V_BLUE001,4962.49,2022-09-19,GBP,815.85,2022-10-19,,False
10027014,2023-11-12,IN90532,2023-11-09,Green Grocers Co.,V_GREEN001,31113.48,2023-11-07,USD,1381.09,2023-12-07,Dr,True
10097527,,IN85452,2022-09-08,Blue Builders Inc.,V_BLUE001,6444.94,2022-09-04,CAD,717.57,2022-10-04,,False
10098356,2023-09-27,IN42642,2023-09-22,Purple Plumbers Limited,V_PURPLE001,4900.33,2023-09-18,GBP,446.29,2023-10-18,,False
10014551,2022-08-05,IN78359,2022-07-30,Yellow Yard Services,V_YELLOW001,6650.39,2022-07-27,USD,497.31,2022-08-26,Dr,False
10017689,2022-03-03,IN79103,2022-02-24,Red Roofing Solutions,V_RED001,5170.09,2022-02-22,USD,568.85,2022-03-24,,False
10057924,2022-12-11,IN84182,2022-12-09,Blue Builders Inc.,V_BLUE001,15506.0,2022-12-08,EUR,1545.18,2023-01-07,Dr,True
10038164,2023-07-10,IN35491,2023-07-06,Red Roofing Solutions,V_RED001,5420.59,2023-07-04,GBP,554.31,2023-08-03,,False
10083800,2022-06-18,IN88222,2022-06-11,Green Grocers Co.,V_GREEN001,28871.06,2022-06-07,USD,2130.13,2022-07-07,,True
10062975,2022-02-28,IN33154,2022-02-24,Red Roofing Solutions,V_RED001,6567.88,2022-02-21,EUR,552.47,2022-03-23,Cr,False
10072993,2022-10-23,IN90122,2022-10-20,Orange Office Supplies,V_ORANGE001,4534.45,2022-10-18,USD,354.66,2022-11-17,Cr,False
10058926,,IN48203,2022-12-11,Green Grocers Co.,V_GREEN001,4340.45,2022-12-07,EUR,410.69,2023-01-06,Cr,False
10071009,2023-07-17,IN21929,2023-07-14,Orange Office Supplies,V_ORANGE001,4225.08,2023-07-13,USD,346.51,2023-08-12,Dr,False
10013650,,IN55117,2023-09-16,Yellow Yard Services,V_YELLOW001,6564.59,2023-09-13,USD,704.36,2023-10-13,Cr,False
10022329,2023-12-11,IN35169,2023-12-06,Red Roofing Solutions,V_RED001,22245.05,2023-12-03,USD,1734.75,2024-01-02,,True
10065805,,IN41349,2022-10-18,Red Roofing Solutions,V_RED001,4033.42,2022-10-14,EUR,200.76,2022-11-13,,False
10077396,2022-12-06,IN81694,2022-11-29,Green Grocers Co.,V_GREEN001,4704.28,2022-11-25,GBP,274.09,2022-12-25,Dr,False
10024318,2022-10-08,IN60934,2022-10-05,Red Roofing Solutions,V_RED001,5144.55,2022-10-04,CAD,347.66,2022-11-03,Dr,False
10059323,2022-04-01,IN55320,2022-03-24,Orange Office Supplies,V_ORANGE001,3739.26,2022-03-22,GBP,603.09,2022-04-21,,False
10036853,2023-09-05,IN83719,2023-09-01,Red Roofing Solutions,V_RED001,6237.53,2023-08-31,EUR,597.91,2023-09-30,,False
10022100,2022-07-07,IN67021,2022-07-06,Orange Office Supplies,V_ORANGE001,6826.94,2022-07-04,CAD,423.02,2022-08-03,Dr,False
10066851,2023-08-19,IN41688,2023-08-18,Yellow Yard Services,V_YELLOW001,4284.69,2023-08-14,GBP,751.57,2023-09-13,Dr,False
10014725,2023-09-27,IN95597,2023-09-24,Green Grocers Co.,V_GREEN001,6582.17,2023-09-20,EUR,494.6,2023-10-20,,False
10087362,2023-01-21,IN36417,2023-01-15,Blue Builders Inc.,V_BLUE001,5819.43,2023-01-11,EUR,500.96,2023-02-10,Dr,False
10093600,,IN72514,2022-05-11,Purple Plumbers Limited,V_PURPLE001,1883.28,2022-05-09,EUR,451.96,2022-06-08,,False
10053427,2023-07-10,IN48506,2023-07-04,Orange Office Supplies,V_ORANGE001,6498.99,2023-07-03,USD,464.44,2023-08-02,,False
10097092,2023-01-24,IN60859,2023-01-23,Blue Builders Inc.,V_BLUE001,17791.17,2023-01-22,EUR,1957.92,2023-02-21,,True
10077054,2023-10-09,IN40949,2023-10-02,Blue Builders Inc.,V_BLUE001,5310.9,2023-09-28,CAD,510.4,2023-10-28,,False
10032745,2023-01-26,IN11245,2023-01-20,Blue Builders Inc.,V_BLUE001,5405.09,2023-01-16,USD,442.59,2023-02-15,Cr,False
10058563,2022-01-31,IN36390,2022-01-27,Blue Builders Inc.,V_BLUE001,6324.66,2022-01-26,USD,488.32,2022-02-25,Dr,False
10084520,,IN73740,2023-08-04,Green Grocers Co.,V_GREEN001,14817.12,2023-08-01,EUR,2656.53,2023-08-31,Dr,True
10083339,2022-04-28,IN16574,2022-04-21,Yellow Yard Services,V_YELLOW001,4061.13,2022-04-20,EUR,353.26,2022-05-20,,False
10048467,2022-06-06,IN33328,2022-06-03,Green Grocers Co.,V_GREEN001,15073.09,2022-06-02,EUR,1453.03,2022-07-02,Dr,True
10082075,2023-01-24,IN59522,2023-01-23,Yellow Yard Services,V_YELLOW001,5598.47,2023-01-21,EUR,598.34,2023-02-20,Cr,False
10032301,2022-07-15,IN15141,2022-07-14,Blue Builders Inc.,V_BLUE001,8217.55,2022-07-10,GBP,634.2,2022-08-09,Dr,False
10023273,2023-02-18,IN58889,2023-02-17,Orange Office Supplies,V_ORANGE001,5884.91,2023-02-14,CAD,461.51,2023-03-16,,False
10069500,2022-07-07,IN94514,2022-06-28,Orange Office Supplies,V_ORANGE001,3649.03,2022-06-26,GBP,384.91,2022-07-26,,False
10043783,2022-02-11,IN44152,2022-02-03,Orange Office Supplies,V_ORANGE001,6376.95,2022-01-30,EUR,385.12,2022-03-01,,False
10092464,2023-09-15,IN38742,2023-09-09,Yellow Yard Services,V_YELLOW001,7049.71,2023-09-07,CAD,492.22,2023-10-07,,False
10027573,2023-07-25,IN66494,2023-07-21,Blue Builders Inc.,V_BLUE001,4609.85,2023-07-20,USD,304.87,2023-08-19,,False
10033762,2023-05-26,IN92617,2023-05-19,Purple Plumbers Limited,V_PURPLE001,2825.22,2023-05-15,CAD,334.05,2023-06-14,,False
10021560,2023-09-04,IN64401,2023-09-02,Purple Plumbers Limited,V_PURPLE001,6039.15,2023-08-29,USD,665.87,2023-09-28,,False
10074929,,IN83506,2022-11-26,Green Grocers Co.,V_GREEN001,24062.8,2022-11-24,CAD,1059.65,2022-12-24,Cr,True
10050633,2023-01-10,IN87654,2023-01-06,Orange Office Supplies,V_ORANGE001,3573.71,2023-01-04,EUR,473.17,2023-02-03,Dr,False
10022910,2022-08-05,IN83479,2022-08-01,Yellow Yard Services,V_YELLOW001,25276.65,2022-07-31,CAD,2326.82,2022-08-30,Cr,True
10091171,2023-07-24,IN96296,2023-07-16,Red Roofing Solutions,V_RED001,4482.25,2023-07-12,GBP,573.39,2023-08-11,Dr,False
10065860,2023-03-24,IN72507,2023-03-15,Orange Office Supplies,V_ORANGE001,4507.07,2023-03-14,GBP,590.48,2023-04-13,Cr,False
10094118,,IN73753,2023-11-07,Orange Office Supplies,V_ORANGE001,4533.89,2023-11-04,EUR,378.67,2023-12-04,Cr,False
10051486,2022-11-29,IN24859,2022-11-20,Blue Builders Inc.,V_BLUE001,3079.32,2022-11-17,USD,528.42,2022-12-17,Dr,False
10058320,,IN57414,2023-01-14,Blue Builders Inc.,V_BLUE001,16881.16,2023-01-10,GBP,2957.02,2023-02-09,,True
10075441,2022-04-11,IN94555,2022-04-06,Orange Office Supplies,V_ORANGE001,22257.58,2022-04-05,GBP,2321.9,2022-05-05,Dr,True
10041385,2022-10-12,IN80199,2022-10-03,Purple Plumbers Limited,V_PURPLE001,3674.43,2022-10-02,EUR,534.57,2022-11-01,Cr,False
10081232,2023-11-05,IN58994,2023-10-30,Green Grocers Co.,V_GREEN001,7956.3,2023-10-28,CAD,497.08,2023-11-27,Cr,False
10029877,,IN65316,2023-07-04,Red Roofing Solutions,V_RED001,23661.73,2023-06-30,EUR,1380.85,2023-07-30,Dr,True
10020207,2023-01-26,IN97329,2023-01-23,Purple Plumbers Limited,V_PURPLE001,3987.23,2023-01-19,USD,478.32,2023-02-18,Dr,False
10060085,2023-03-09,IN44228,2023-03-05,Orange Office Supplies,V_ORANGE001,6332.99,2023-03-02,USD,420.99,2023-04-01,,False
10039265,2022-07-06,IN42330,2022-07-03,Red Roofing Solutions,V_RED001,7889.31,2022-07-02,EUR,342.83,2022-08-01,,False
10071413,2023-08-07,IN64028,2023-07-30,Blue Builders Inc.,V_BLUE001,27102.52,2023-07-27,CAD,1714.63,2023-08-26,Dr,True
10019415,2023-04-29,IN21085,2023-04-25,Red Roofing Solutions,V_RED001,5476.29,2023-04-23,USD,455.57,2023-05-23,,False
10018320,,IN59589,2022-01-04,Green Grocers Co.,V_GREEN001,4647.31,2022-01-02,GBP,295.78,2022-02-01,Dr,False
10043359,2022-09-25,IN76062,2022-09-16,Purple Plumbers Limited,V_PURPLE001,9062.69,2022-09-12,CAD,621.18,2022-10-12,Cr,False
10045187,2023-08-03,IN75034,2023-07-31,Green Grocers Co.,V_GREEN001,4665.78,2023-07-30,USD,536.35,2023-08-29,Dr,False
10030953,2022-09-09,IN86919,2022-09-03,Red Roofing Solutions,V_RED001,25368.16,2022-08-30,GBP,1486.74,2022-09-29,,True
10056600,2022-08-12,IN86898,2022-08-07,Blue Builders Inc.,V_BLUE001,22776.88,2022-08-06,CAD,1688.56,2022-09-05,Dr,True
10014758,2023-11-27,IN27010,2023-11-18,Red Roofing Solutions,V_RED001,2404.95,2023-11-16,CAD,782.49,2023-12-16,,False
10061428,2022-12-06,IN47207,2022-11-29,Green Grocers Co.,V_GREEN001,3084.72,2022-11-25,CAD,642.28,2022-12-25,,False
10052944,2023-05-10,IN83963,2023-05-07,Purple Plumbers Limited,V_PURPLE001,19991.82,2023-05-03,USD,1786.98,2023-06-02,Cr,True
10088232,2023-04-15,IN49023,2023-04-12,Blue Builders Inc.,V_BLUE001,2614.79,2023-04-10,EUR,400.3,2023-05-10,,False
10061364,,IN35792,2023-12-28,Green Grocers Co.,V_GREEN001,4996.54,2023-12-24,USD,498.25,2024-01-23,Dr,False
10099049,2023-03-20,IN15021,2023-03-16,Yellow Yard Services,V_YELLOW001,4371.03,2023-03-14,USD,537.35,2023-04-13,,False
10021944,2023-05-02,IN62887,2023-04-27,Blue Builders Inc.,V_BLUE001,6686.17,2023-04-25,GBP,642.13,2023-05-25,,False
10036432,2023-10-22,IN93285,2023-10-19,Orange Office Supplies,V_ORANGE001,17644.81,2023-10-15,CAD,2116.02,2023-11-14,Dr,True
10014994,2023-01-05,IN14234,2023-01-02,Green Grocers Co.,V_GREEN001,5399.43,2022-12-30,USD,228.69,2023-01-29,Dr,False
10055838,2023-11-13,IN68279,2023-11-11,Yellow Yard Services,V_YELLOW001,14947.03,2023-11-07,EUR,1966.41,2023-12-07,,True
10083903,2022-07-08,IN76258,2022-07-02,Yellow Yard Services,V_YELLOW001,3843.82,2022-06-30,EUR,715.16,2022-07-30,,False
10054706,2022-04-01,IN14023,2022-03-29,Green Grocers Co.,V_GREEN001,4841.32,2022-03-27,GBP,685.78,2022-04-26,,False
10098031,2023-04-19,IN23450,2023-04-14,Orange Office Supplies,V_ORANGE001,5627.86,2023-04-10,CAD,553.93,2023-05-10,,False
10065690,2022-06-21,IN36086,2022-06-15,Yellow Yard Services,V_YELLOW001,5380.61,2022-06-13,CAD,570.15,2022-07-13,,False
10067514,2022-08-04,IN62664,2022-08-01,Red Roofing Solutions,V_RED001,6171.22,2022-07-31,EUR,406.31,2022-08-30,Dr,False
10090771,2022-06-17,IN66572,2022-06-16,Orange Office Supplies,V_ORANGE001,3713.27,2022-06-13,EUR,475.1,2022-07-13,,False
10090070,2023-08-07,IN99390,2023-08-04,Yellow Yard Services,V_YELLOW001,5737.69,2023-08-03,GBP,755.31,2023-09-02,,False
10037518,2023-03-06,IN61925,2023-03-03,Orange Office Supplies,V_ORANGE001,5426.49,2023-03-01,USD,532.67,2023-03-31,,False
10099144,2023-10-30,IN37898,2023-10-21,Red Roofing Solutions,V_RED001,7846.83,2023-10-20,CAD,482.93,2023-11-19,,False
10093310,2023-08-02,IN77278,2023-08-01,Purple Plumbers Limited,V_PURPLE001,24235.4,2023-07-30,EUR,2611.25,2023-08-29,Cr,True
10073852,2023-06-13,IN11007,2023-06-11,Yellow Yard Services,V_YELLOW001,23262.67,2023-06-08,EUR,1053.73,2023-07-08,Cr,True
10058926,2023-07-31,IN46860,2023-07-30,Orange Office Supplies,V_ORANGE001,7785.97,2023-07-27,CAD,686.85,2023-08-26,,False
10062638,2022-04-01,IN62736,2022-03-23,Yellow Yard Services,V_YELLOW001,24217.87,2022-03-21,USD,1466.84,2022-04-20,,True
10073972,2022-11-15,IN99791,2022-11-11,Blue Builders Inc.,V_BLUE001,1751.78,2022-11-10,CAD,545.7,2022-12-10,,False
10049743,2022-02-18,IN12552,2022-02-16,Blue Builders Inc.,V_BLUE001,2467.47,2022-02-12,CAD,411.92,2022-03-14,Cr,False
